Symbol,Company,Sector,Exchange,price,sma21,sma50,market_cap,atr,avg_volume,passes_price_sma21,passes_price_sma50,passes_price_min,passes_market_cap,passes_atr,passes_avg_volume,primary_gate_pass,primary_gate_fail_reasons,sector_etf,sector_perf_1w,sector_perf_1m,sector_perf_3m,sector_perf_6m,sector_perf_1y,sector_score,sector_rank,BasicPreAIScore,TechnicalPreAIScore,TodayFocusScore,FocusStructureScore,FinalPreAIScore,DollarVolume20,PassedFocusGate,GateFailureReasons,Actionability,TriggerLevel,InvalidationLevel,DoNotChaseAbove,PreferredEntryStyle,TodayFocusWarnings,TodayFocusDisqualifiers,PctAboveEMA8,PctAboveEMA21,NearestSupportDistancePct,NearestResistanceDistancePct,NearestDemandDistancePct,NearestSupplyDistancePct,IgnitionAgeBars,PctFromIgnitionClose,HasNearbyTrigger,HasNearbyRetestArea,HasReasonableInvalidation,IsExtended,IsSeverelyExtended,StructureType,ImpulsePresent,ControlledDigestion,CompressionPresent,VolumeDryup,HoldingEMAStructure,TriggerNearby,InvalidationNearby,ExtensionRisk,StructureVerdict,StructureReasons,StructureWarnings,StructureDisqualifiers,ClassificationReason,ScoreBeforeCaps,ScoreAfterCaps,ScoreCapReasons,PullbackDepthPct,RangeContractionPct,LowerHighs,HigherLows,CompressionQuality,DigestionQuality,EMAQuality,TriggerDistancePct,InvalidationDistancePct,VolumeDryupPct,StructurePctAboveEMA8,StructurePctAboveEMA21
AAT,"American Assets Trust, Inc. Common Stock",Real Estate,NYSE,23.299999237060547,21.87047631399972,20.640800132751465,1807438592.0,0.5152856281825474,380381.55,True,True,True,True,False,False,False,atr14_below_1.5; avg_volume_below_1m,XLRE,-1.8821423537630277,-0.6578967864811602,0.0685616890880425,6.570943667347251,4.7858338267154465,0.5824487494357289,5.0,,,,,,8862889.824791908,False,primary_gate_failed: atr14_below_1.5; avg_volume_below_1m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAUC,Allied Gold Corporation Common Shares,Basic Materials,NYSE,26.170000076293945,27.926190421694802,29.777200050354004,3294311936.0,1.0710716247558594,640595.7,False,False,True,True,False,False,False,price_below_21sma; price_below_50sma; atr14_below_1.5; avg_volume_below_1m,XLB,1.3774873234733587,2.4382956731468175,-0.0674111106441555,16.360166279393763,19.48186351895793,4.57096581328064,3.0,,,,,,16764389.517873572,False,primary_gate_failed: price_below_21sma; price_below_50sma; atr14_below_1.5; avg_volume_below_1m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABAT,American Battery Technology Company - Common Stock,Industrials,NASDAQ,3.6798999309539795,3.3597571282159713,3.1777979850769045,501991392.0,0.30264285632542204,6227240.25,True,True,False,True,False,True,False,price_below_5; atr14_below_1.5,XLI,0.46471459805610404,2.415490107622742,-0.48872001158478673,15.629950995347809,22.76360162622064,4.510329210579453,4.0,,,,,,22915620.966008842,False,primary_gate_failed: price_below_5; atr14_below_1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABCB,Ameris Bancorp Common Stock,Financial Services,NYSE,82.81999969482422,84.54952348981585,83.04659957885742,5573165056.0,1.6521339416503906,356289.9,False,False,True,True,True,False,False,price_below_21sma; price_below_50sma; avg_volume_below_1m,XLF,-1.4585764813444868,-1.7642567464227765,-1.6116540408828928,-4.197393167559049,-0.6080842998717251,-1.7850362792036756,8.0,,,,,,29507929.409268953,False,primary_gate_failed: price_below_21sma; price_below_50sma; avg_volume_below_1m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABCL,AbCellera Biologics Inc. - Common Shares,Healthcare,NASDAQ,5.735000133514404,5.109285717918759,4.322500004768371,1751327872.0,0.4846428803035191,8983377.65,True,True,True,True,False,True,False,atr14_below_1.5,XLV,-0.7728973374391268,2.010643092664499,-5.991724596788572,-4.926263266937436,11.241710391589365,-0.7173592062598542,7.0,,,,,,51519672.022160314,False,primary_gate_failed: atr14_below_1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABEO,Abeona Therapeutics Inc. - Common Stock,Healthcare,NASDAQ,5.664999961853027,5.635476203191848,5.302100009918213,322877504.0,0.2353571823665074,1102650.35,True,True,True,True,False,True,False,atr14_below_1.5,XLV,-0.7728973374391268,2.010643092664499,-5.991724596788572,-4.926263266937436,11.241710391589365,-0.7173592062598542,7.0,,,,,,6246514.190687228,False,primary_gate_failed: atr14_below_1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABG,Asbury Automotive Group Inc Common Stock,Consumer Cyclical,NYSE,189.57000732421875,190.26762026832216,196.1848001098633,3529565952.0,6.704285757882254,255326.85,False,False,True,True,True,False,False,price_below_21sma; price_below_50sma; avg_volume_below_1m,XLY,-3.96544596775682,-0.840976769880819,0.29212472640960385,-1.3271341118540114,8.940738865730125,-0.1963843312051171,6.0,,,,,,48402312.8245697,False,primary_gate_failed: price_below_21sma; price_below_50sma; avg_volume_below_1m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABLV,Able View Global Inc. - Class B Ordinary Shares,Consumer Cyclical,NASDAQ,1.0299999713897705,0.9772380760737828,0.796739991903305,50871616.0,0.07227855920791626,122518.45,True,True,False,False,False,False,False,price_below_5; market_cap_below_300m; atr14_below_1.5; avg_volume_below_1m,XLY,-3.96544596775682,-0.840976769880819,0.29212472640960385,-1.3271341118540114,8.940738865730125,-0.1963843312051171,6.0,,,,,,126193.99999471902,False,primary_gate_failed: price_below_5; market_cap_below_300m; atr14_below_1.5; avg_volume_below_1m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABM,ABM Industries Incorporated Common Stock,Industrials,NYSE,39.18000030517578,39.72380937848772,39.548399963378905,2293315840.0,0.9682140350341797,424396.15,False,False,True,True,False,False,False,price_below_21sma; price_below_50sma; atr14_below_1.5; avg_volume_below_1m,XLI,0.46471459805610404,2.415490107622742,-0.48872001158478673,15.629950995347809,22.76360162622064,4.510329210579453,4.0,,,,,,16627841.286515428,False,primary_gate_failed: price_below_21sma; price_below_50sma; atr14_below_1.5; avg_volume_below_1m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABNB,"Airbnb, Inc. - Class A Common Stock",Consumer Cyclical,NASDAQ,133.52999877929688,135.21571568080358,134.6700003051758,79250710528.0,4.438851492745536,4149180.75,False,False,True,True,True,True,False,price_below_21sma; price_below_50sma,XLY,-3.96544596775682,-0.840976769880819,0.29212472640960385,-1.3271341118540114,8.940738865730125,-0.1963843312051171,6.0,,,,,,554040100.4825821,False,primary_gate_failed: price_below_21sma; price_below_50sma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABOS,"Acumen Pharmaceuticals, Inc. - Common Stock",Healthcare,NASDAQ,2.3350000381469727,2.4449999900091264,2.5146999979019165,168651408.0,0.14350002152579172,311092.35,False,False,False,False,False,False,False,price_below_21sma; price_below_50sma; price_below_5; market_cap_below_300m; atr14_below_1.5; avg_volume_below_1m,XLV,-0.7728973374391268,2.010643092664499,-5.991724596788572,-4.926263266937436,11.241710391589365,-0.7173592062598542,7.0,,,,,,726400.6491172314,False,primary_gate_failed: price_below_21sma; price_below_50sma; price_below_5; market_cap_below_300m; atr14_below_1.5; avg_volume_below_1m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABSI,Absci Corporation - Common Stock,Healthcare,NASDAQ,5.820000171661377,5.570952415466309,4.418100028038025,907367424.0,0.5446428912026542,4684243.35,True,True,True,True,False,True,False,atr14_below_1.5,XLV,-0.7728973374391268,2.010643092664499,-5.991724596788572,-4.926263266937436,11.241710391589365,-0.7173592062598542,7.0,,,,,,27262297.10110366,False,primary_gate_failed: atr14_below_1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABT,Abbott Laboratories Common Stock,Healthcare,NYSE,87.20999908447266,86.2576192220052,93.0952001953125,151903518720.0,1.8821422031947546,11611154.8,True,False,True,True,True,True,False,price_below_50sma,XLV,-0.7728973374391268,2.010643092664499,-5.991724596788572,-4.926263266937436,11.241710391589365,-0.7173592062598542,7.0,,,,,,1012608799.4776703,False,primary_gate_failed: price_below_50sma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABTC,American Bitcoin Corp. - Class A Common Stock,Financial Services,NASDAQ,0.9607999920845032,1.1108000051407587,1.0825559997558594,1724864768.0,0.08136429956981114,11828763.8,False,False,False,True,False,True,False,price_below_21sma; price_below_50sma; price_below_5; atr14_below_1.5,XLF,-1.4585764813444868,-1.7642567464227765,-1.6116540408828928,-4.197393167559049,-0.6080842998717251,-1.7850362792036756,8.0,,,,,,11365076.165409459,False,primary_gate_failed: price_below_21sma; price_below_50sma; price_below_5; atr14_below_1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABTS,Abits Group Inc - Ordinary Shares,Financial Services,NASDAQ,2.5,1.1673809573763894,1.3162000012397765,7403617.0,0.3623500040599278,6067067.25,True,True,False,False,False,True,False,price_below_5; market_cap_below_300m; atr14_below_1.5,XLF,-1.4585764813444868,-1.7642567464227765,-1.6116540408828928,-4.197393167559049,-0.6080842998717251,-1.7850362792036756,8.0,,,,,,15167668.125,False,primary_gate_failed: price_below_5; market_cap_below_300m; atr14_below_1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABUS,Arbutus Biopharma Corporation - Common Stock,Healthcare,NASDAQ,4.235000133514404,4.383571397690546,4.383299980163574,836572224.0,0.1867856298174177,1414695.7,False,False,False,True,False,True,False,price_below_21sma; price_below_50sma; price_below_5; atr14_below_1.5,XLV,-0.7728973374391268,2.010643092664499,-5.991724596788572,-4.926263266937436,11.241710391589365,-0.7173592062598542,7.0,,,,,,5991236.478382253,False,primary_gate_failed: price_below_21sma; price_below_50sma; price_below_5; atr14_below_1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABVC,"ABVC BioPharma, Inc. - Common Stock",Healthcare,NASDAQ,1.2799999713897705,1.1671428566887265,1.175979996919632,33280566.0,0.12364287035805839,118975.35,True,True,False,False,False,False,False,price_below_5; market_cap_below_300m; atr14_below_1.5; avg_volume_below_1m,XLV,-0.7728973374391268,2.010643092664499,-5.991724596788572,-4.926263266937436,11.241710391589365,-0.7173592062598542,7.0,,,,,,152288.44459608794,False,primary_gate_failed: price_below_5; market_cap_below_300m; atr14_below_1.5; avg_volume_below_1m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABX,"Abacus Global Management, Inc. Class A Common Stock",Financial Services,NYSE,8.289999961853027,9.123333295186361,8.926200008392334,795196416.0,0.4066713878086635,537304.25,False,False,True,True,False,False,False,price_below_21sma; price_below_50sma; atr14_below_1.5; avg_volume_below_1m,XLF,-1.4585764813444868,-1.7642567464227765,-1.6116540408828928,-4.197393167559049,-0.6080842998717251,-1.7850362792036756,8.0,,,,,,4454252.2120034695,False,primary_gate_failed: price_below_21sma; price_below_50sma; atr14_below_1.5; avg_volume_below_1m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACA,"Arcosa, Inc. Common Stock",Industrials,NYSE,123.12999725341797,125.57238079252697,118.17400009155273,6045235200.0,4.552999768938337,248996.95,False,True,True,True,True,False,False,price_below_21sma; avg_volume_below_1m,XLI,0.46471459805610404,2.415490107622742,-0.48872001158478673,15.629950995347809,22.76360162622064,4.510329210579453,4.0,,,,,,30658993.76960945,False,primary_gate_failed: price_below_21sma; avg_volume_below_1m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACAA,Averin Capital Acquisition Corp. - Class A Ordinary Shares,Financial Services,NASDAQ,9.930000305175781,9.939523696899414,,356111456.0,0.015714032309395925,7385.0,False,False,True,True,False,False,False,price_below_21sma; missing_sma50; atr14_below_1.5; avg_volume_below_1m,XLF,-1.4585764813444868,-1.7642567464227765,-1.6116540408828928,-4.197393167559049,-0.6080842998717251,-1.7850362792036756,8.0,,,,,,73333.05225372314,False,primary_gate_failed: price_below_21sma; missing_sma50; atr14_below_1.5; avg_volume_below_1m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACAD,ACADIA Pharmaceuticals Inc. - Common Stock,Healthcare,NASDAQ,21.05500030517578,21.510714213053387,21.773299942016603,3605371392.0,0.6378574371337891,1655532.55,False,False,True,True,False,True,False,price_below_21sma; price_below_50sma; atr14_below_1.5,XLV,-0.7728973374391268,2.010643092664499,-5.991724596788572,-4.926263266937436,11.241710391589365,-0.7173592062598542,7.0,,,,,,34857238.34547844,False,primary_gate_failed: price_below_21sma; price_below_50sma; atr14_below_1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACB,Aurora Cannabis Inc. - Common Shares,Healthcare,NASDAQ,3.434999942779541,3.45071428162711,3.446100001335144,203099888.0,0.13264283112117223,631717.2,False,False,False,False,False,False,False,price_below_21sma; price_below_50sma; price_below_5; market_cap_below_300m; atr14_below_1.5; avg_volume_below_1m,XLV,-0.7728973374391268,2.010643092664499,-5.991724596788572,-4.926263266937436,11.241710391589365,-0.7173592062598542,7.0,,,,,,2169948.5458528516,False,primary_gate_failed: price_below_21sma; price_below_50sma; price_below_5; market_cap_below_300m; atr14_below_1.5; avg_volume_below_1m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACCL,Acco Group Holdings Limited - Class A Ordinary Shares,Industrials,NASDAQ,1.4900000095367432,1.4501428717658633,1.439160008430481,20785352.0,0.0546285765511649,15424.8,True,True,False,False,False,False,False,price_below_5; market_cap_below_300m; atr14_below_1.5; avg_volume_below_1m,XLI,0.46471459805610404,2.415490107622742,-0.48872001158478673,15.629950995347809,22.76360162622064,4.510329210579453,4.0,,,,,,22982.952147102355,False,primary_gate_failed: price_below_5; market_cap_below_300m; atr14_below_1.5; avg_volume_below_1m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACCO,Acco Brands Corporation Common Stock,Industrials,NYSE,3.8299999237060547,3.917142868041992,3.475400013923645,,0.1278571912220546,892059.85,False,True,False,False,False,False,False,price_below_21sma; price_below_5; missing_market_cap; atr14_below_1.5; avg_volume_below_1m,XLI,0.46471459805610404,2.415490107622742,-0.48872001158478673,15.629950995347809,22.76360162622064,4.510329210579453,4.0,,,,,,3416589.1574412347,False,primary_gate_failed: price_below_21sma; price_below_5; missing_market_cap; atr14_below_1.5; avg_volume_below_1m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACCS,ACCESS Newswire Inc. Common Stock,Communication Services,NYSE American,6.229899883270264,6.95428094409761,7.688797988891602,24185368.0,0.41142140116010395,15038.25,False,False,True,False,False,False,False,price_below_21sma; price_below_50sma; market_cap_below_300m; atr14_below_1.5; avg_volume_below_1m,XLC,-3.659904356294952,-3.527132880726014,-5.711763288001192,-2.4771451967795954,9.916580545852849,-2.7597061869698267,10.0,,,,,,93686.79191958904,False,primary_gate_failed: price_below_21sma; price_below_50sma; market_cap_below_300m; atr14_below_1.5; avg_volume_below_1m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACDC,ProFrac Holding Corp. - Class A Common Stock,Energy,NASDAQ,7.5,7.092857201894124,6.779600019454956,1356905600.0,0.5019285338265556,1422014.3,True,True,True,True,False,True,False,atr14_below_1.5,XLE,3.8078562680481154,-0.38710281608033137,5.285816827587975,29.566577370223214,43.24479448525924,9.512322642610162,2.0,,,,,,10665107.25,False,primary_gate_failed: atr14_below_1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACEL,"Accel Entertainment, Inc.",Consumer Cyclical,NYSE,11.710000038146973,11.753333364214216,11.710800018310547,953110784.0,0.2690000534057617,314505.85,False,False,True,True,False,False,False,price_below_21sma; price_below_50sma; atr14_below_1.5; avg_volume_below_1m,XLY,-3.96544596775682,-0.840976769880819,0.29212472640960385,-1.3271341118540114,8.940738865730125,-0.1963843312051171,6.0,,,,,,3682863.5154974456,False,primary_gate_failed: price_below_21sma; price_below_50sma; atr14_below_1.5; avg_volume_below_1m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACET,"Adicet Bio, Inc. - Common Stock",Healthcare,NASDAQ,7.909999847412109,8.21380951291039,7.70580002784729,73944544.0,0.6167498656681606,115986.35,False,True,True,False,False,False,False,price_below_21sma; market_cap_below_300m; atr14_below_1.5; avg_volume_below_1m,XLV,-0.7728973374391268,2.010643092664499,-5.991724596788572,-4.926263266937436,11.241710391589365,-0.7173592062598542,7.0,,,,,,917452.0108018876,False,primary_gate_failed: price_below_21sma; market_cap_below_300m; atr14_below_1.5; avg_volume_below_1m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACFN,"Acorn Energy, Inc. - Common Stock",Technology,NASDAQ,16.8799991607666,17.25619043622698,17.852600021362306,42339392.0,0.7632145200456891,9203.65,False,False,True,False,False,False,False,price_below_21sma; price_below_50sma; market_cap_below_300m; atr14_below_1.5; avg_volume_below_1m,XLK,6.230009190187902,20.90095308814628,40.102977187978816,36.83952784559759,68.20777053925067,30.05191075935993,1.0,,,,,,155357.60427598952,False,primary_gate_failed: price_below_21sma; price_below_50sma; market_cap_below_300m; atr14_below_1.5; avg_volume_below_1m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACGC,ACP Holdings Acquisition Corp. - Class A Ordinary Shares,Financial Services,NASDAQ,9.930000305175781,,,294059776.0,,,False,False,True,False,False,False,False,missing_sma21; missing_sma50; market_cap_below_300m; missing_atr14; missing_avg_volume,XLF,-1.4585764813444868,-1.7642567464227765,-1.6116540408828928,-4.197393167559049,-0.6080842998717251,-1.7850362792036756,8.0,,,,,,,False,primary_gate_failed: missing_sma21; missing_sma50; market_cap_below_300m; missing_atr14; missing_avg_volume,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACGL,Arch Capital Group Ltd. - Common Stock,Financial Services,NASDAQ,87.91000366210938,93.26857139950707,94.89899948120117,30714841088.0,1.9214297703334264,2523423.7,False,False,True,True,True,True,False,price_below_21sma; price_below_50sma,XLF,-1.4585764813444868,-1.7642567464227765,-1.6116540408828928,-4.197393167559049,-0.6080842998717251,-1.7850362792036756,8.0,,,,,,221834186.70805362,False,primary_gate_failed: price_below_21sma; price_below_50sma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACH,"Accendra Health, Inc. Common Stock",Healthcare,NYSE,2.694999933242798,3.0626190503438315,3.0060999965667725,206393072.0,0.22357143674577987,940906.3,False,False,False,False,False,False,False,price_below_21sma; price_below_50sma; price_below_5; market_cap_below_300m; atr14_below_1.5; avg_volume_below_1m,XLV,-0.7728973374391268,2.010643092664499,-5.991724596788572,-4.926263266937436,11.241710391589365,-0.7173592062598542,7.0,,,,,,2535742.415687728,False,primary_gate_failed: price_below_21sma; price_below_50sma; price_below_5; market_cap_below_300m; atr14_below_1.5; avg_volume_below_1m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACHC,"Acadia Healthcare Company, Inc. - Common Stock",Healthcare,NASDAQ,26.0049991607666,24.751190367199126,25.483699913024903,2391602432.0,1.1299997057233537,2269968.0,True,True,True,True,False,True,False,atr14_below_1.5,XLV,-0.7728973374391268,2.010643092664499,-5.991724596788572,-4.926263266937436,11.241710391589365,-0.7173592062598542,7.0,,,,,,59030515.93496704,False,primary_gate_failed: atr14_below_1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
