Symbol,Company,Sector,Exchange,price,sma21,sma50,market_cap,atr,avg_volume,passes_price_sma21,passes_price_sma50,passes_price_min,passes_market_cap,passes_atr,passes_avg_volume,primary_gate_pass,primary_gate_fail_reasons,sector_etf,sector_perf_1w,sector_perf_1m,sector_perf_3m,sector_perf_6m,sector_perf_1y,sector_score,sector_rank,stock_perf_1w,stock_perf_1m,stock_perf_3m,relative_strength_1m,relative_strength_3m,SectorAlignmentScore,BasicPreAIScore,TechnicalPreAIScore,TodayFocusScore,FocusStructureScore,BlueprintSetupScore,BlueprintFitScore,BlueprintFitPass,BlueprintFitFailReasons,FinalPreAIScore,DollarVolume20,PassedFocusGate,GateFailureReasons,Actionability,TriggerLevel,InvalidationLevel,DoNotChaseAbove,PreferredEntryStyle,TodayFocusWarnings,TodayFocusDisqualifiers,PctAboveEMA8,PctAboveEMA21,NearestSupportDistancePct,NearestResistanceDistancePct,NearestDemandDistancePct,NearestSupplyDistancePct,IgnitionAgeBars,PctFromIgnitionClose,HasNearbyTrigger,HasNearbyRetestArea,HasReasonableInvalidation,IsExtended,IsSeverelyExtended,StructureType,BlueprintSetupType,BlueprintSetupMatch,BlueprintSetupEvidence,BlueprintSetupWarnings,ImpulsePresent,ControlledDigestion,CompressionPresent,VolumeDryup,HoldingEMAStructure,TriggerNearby,InvalidationNearby,ExtensionRisk,StructureVerdict,StructureReasons,StructureWarnings,StructureDisqualifiers,ClassificationReason,ScoreBeforeCaps,ScoreAfterCaps,ScoreCapReasons,PullbackDepthPct,RangeContractionPct,LowerHighs,HigherLows,CompressionQuality,DigestionQuality,EMAQuality,TriggerDistancePct,InvalidationDistancePct,VolumeDryupPct,StructurePctAboveEMA8,StructurePctAboveEMA21,BlueprintRangePosition,BlueprintBaseRangePct,BlueprintShortRangePct,BlueprintRedVolumeExpansion
LNT,Alliant Energy,Utilities,,70.79000091552734,72.23285675048828,72.20259963989258,18283431936.0,1.3332138061523438,2470289.35,False,False,True,True,False,True,False,price_below_21sma; price_below_50sma; atr14_below_1.5,XLU,-3.16792273928056,-5.736467346741836,-7.531206555565662,-1.23150371819839,6.376244638976369,-4.0994126264705635,11.0,-4.013558080640889,-3.922366147771883,-2.0885229218448265,1.8141011989699534,5.4426836337208355,,,,,,,,,,,174871785.34811744,False,primary_gate_failed: price_below_21sma; price_below_50sma; atr14_below_1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,Allstate,Financials,,209.33999633789062,214.4161907377697,213.13620025634765,53888495616.0,5.167141505650112,1794405.7,False,False,True,True,True,True,False,price_below_21sma; price_below_50sma,XLF,-1.0696212692452245,-1.3765080922165662,-1.22330304488395,-3.8192484043760855,-0.21577208972006767,-1.397369644388815,8.0,0.23461346423525598,-4.7891931655724695,-2.2597798596516228,-3.4126850733559033,-1.0364768147676728,,,,,,,,,,,375640882.66669005,False,primary_gate_failed: price_below_21sma; price_below_50sma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOOGL,Alphabet Inc. (Class A),Communication Services,,358.989990234375,388.1547619047619,351.31519958496096,4349323116544.0,9.546432495117188,29915868.5,False,True,True,True,True,True,False,price_below_21sma,XLC,-3.595389840331986,-3.462529453833263,-5.6486228072716305,-2.411838641591768,9.990186607200812,-2.694588849836961,10.0,-7.674304289374745,-6.330074302837573,18.42773214520863,-2.8675448490043105,24.07635495248026,,,,,,,,,,,10739497340.667847,False,primary_gate_failed: price_below_21sma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOOG,Alphabet Inc. (Class C),Communication Services,,355.67999267578125,384.595711844308,348.7161981201172,4309220851712.0,9.369572230747767,21035602.95,False,True,True,True,True,True,False,price_below_21sma,XLC,-3.595389840331986,-3.462529453833263,-5.6486228072716305,-2.411838641591768,9.990186607200812,-2.694588849836961,10.0,-7.57477195478643,-6.311247773721695,17.212054166310487,-2.8487183198884325,22.860676973582116,,,,,,,,,,,7481943103.186643,False,primary_gate_failed: price_below_21sma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MO,Altria,Consumer Staples,,70.30000305175781,71.35904838925316,68.66940063476562,117393358848.0,1.3474998474121094,8255813.1,False,True,True,True,False,True,False,price_below_21sma; atr14_below_1.5,XLP,-2.861194273534262,-1.6518999740176787,-5.736576170170149,3.6196275866355876,-0.8687181650200881,-2.513690755801651,9.0,-2.51005067712331,-4.236480663679343,3.200235198588808,-2.584580689661664,8.936811368758956,,,,,,,,,,,580383686.1247422,False,primary_gate_failed: price_below_21sma; atr14_below_1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMZN,Amazon,Consumer Discretionary,,250.02000427246094,266.7742869059245,249.54020080566406,2689492582400.0,6.936424255371094,39743804.35,False,True,True,True,True,True,False,price_below_21sma,XLY,-3.96544596775682,-0.840976769880819,0.29212472640960385,-1.3271341118540114,8.940738865730125,-0.1963843312051171,6.0,-8.03016418647503,-8.097770449919196,15.312238643455544,-7.256793680038377,15.02011391704594,,,,,,,,,,,9936746133.390852,False,primary_gate_failed: price_below_21sma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMCR,Amcor,Materials,,37.880001068115234,38.636190323602584,39.32199981689453,17513656320.0,1.214285441807338,4161398.1,False,False,True,True,False,True,False,price_below_21sma; price_below_50sma; atr14_below_1.5,XLB,0.8792511923723989,1.9348460270738777,-0.5585460536543962,15.788295338498127,18.894650489831744,4.057034813333312,3.0,-4.5122187634264455,2.6280174064295947,-17.43679122440056,0.693171379355717,-16.878245170746165,,,,,,,,,,,157633764.4728527,False,primary_gate_failed: price_below_21sma; price_below_50sma; atr14_below_1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AEE,Ameren,Utilities,,106.2300033569336,108.90238008045014,110.26419967651367,29399324672.0,2.052856990269252,1906780.15,False,False,True,True,True,True,False,price_below_21sma; price_below_50sma,XLU,-3.16792273928056,-5.736467346741836,-7.531206555565662,-1.23150371819839,6.376244638976369,-4.0994126264705635,11.0,-4.40064729011973,-5.480911171961623,-6.264888696203618,0.25555617478021375,1.2663178593620437,,,,,,,,,,,202557261.73543432,False,primary_gate_failed: price_below_21sma; price_below_50sma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AEP,American Electric Power,Utilities,,126.30999755859375,129.26857067289808,131.6718002319336,68725907456.0,2.393571036202567,5170733.3,False,False,True,True,True,True,False,price_below_21sma; price_below_50sma,XLU,-3.16792273928056,-5.736467346741836,-7.531206555565662,-1.23150371819839,6.376244638976369,-4.0994126264705635,11.0,-2.516021904257193,-6.2008063838076,-5.399944939452251,-0.4643390370657636,2.1312616161134113,,,,,,,,,,,653115310.4991394,False,primary_gate_failed: price_below_21sma; price_below_50sma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AXP,American Express,Financials,,300.57000732421875,312.75428699311755,313.97039916992185,205086867456.0,6.049996512276786,3131679.5,False,False,True,True,True,True,False,price_below_21sma; price_below_50sma,XLF,-1.0696212692452245,-1.3765080922165662,-1.22330304488395,-3.8192484043760855,-0.21577208972006767,-1.397369644388815,8.0,-3.8299100574135436,-5.839411243329629,-3.418908268693943,-4.462903151113062,-2.1956052238099932,,,,,,,,,,,941288930.2521057,False,primary_gate_failed: price_below_21sma; price_below_50sma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIG,American International Group,Financials,,72.55000305175781,76.16619110107422,76.14899993896485,38466461696.0,1.621429443359375,3538680.65,False,False,True,True,True,True,False,price_below_21sma; price_below_50sma,XLF,-1.0696212692452245,-1.3765080922165662,-1.22330304488395,-3.8192484043760855,-0.21577208972006767,-1.397369644388815,8.0,-3.6136491465609044,-6.459508334887543,-7.343550160782419,-5.083000242670977,-6.120247115898469,,,,,,,,,,,256731291.9566963,False,primary_gate_failed: price_below_21sma; price_below_50sma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AWK,American Water Works,Utilities,,123.80999755859375,124.5990477062407,129.97119995117188,24177682432.0,2.474092755998884,2017568.7,False,False,True,True,True,True,False,price_below_21sma; price_below_50sma,XLU,-3.16792273928056,-5.736467346741836,-7.531206555565662,-1.23150371819839,6.376244638976369,-4.0994126264705635,11.0,0.024235562766783403,-2.3965320867918916,-9.23686369419513,3.339935259949945,-1.7056571386294674,,,,,,,,,,,249795175.82129517,False,primary_gate_failed: price_below_21sma; price_below_50sma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMP,Ameriprise Financial,Financials,,440.92999267578125,458.6933332170759,456.70580017089844,39638323200.0,11.037144252232142,636132.05,False,False,True,True,True,False,False,price_below_21sma; price_below_50sma; avg_volume_below_1m,XLF,-1.0696212692452245,-1.3765080922165662,-1.22330304488395,-3.8192484043760855,-0.21577208972006767,-1.397369644388815,8.0,-0.5054540433878874,-5.902815655109361,-5.96703221680256,-4.526307562892795,-4.743729171918609,,,,,,,,,,,280489700.14732975,False,primary_gate_failed: price_below_21sma; price_below_50sma; avg_volume_below_1m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AME,Ametek,Industrials,,228.22999572753906,228.7452378045945,227.43559997558594,52311003136.0,4.346432277134487,1218873.5,False,True,True,True,True,True,False,price_below_21sma,XLI,-0.14343086381115588,1.7955359696644857,-1.0910940249055479,14.930005444961347,22.02047377770029,3.877694332931614,4.0,0.8172059390511244,-0.954735502395132,-2.777424610207002,-2.7502714720596178,-1.6863305853014543,,,,,,,,,,,278183493.6974106,False,primary_gate_failed: price_below_21sma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMGN,Amgen,Health Care,,338.2200012207031,332.88905116489957,340.8302014160156,182540140544.0,7.497144426618304,2444925.3,True,False,True,True,True,True,False,price_below_50sma,XLV,-0.8333828149252098,1.9484608633082212,-6.049028854121796,-4.984216993372859,11.17390121658719,-0.7778785379076814,7.0,0.6427434618226924,4.437237871347843,-10.823421040964298,2.488777008039622,-4.774392186842502,,,,,,,,,,,826922637.9505279,False,primary_gate_failed: price_below_50sma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AON,Aon plc,Financials,,315.6000061035156,317.50428553989957,320.9938000488281,67404886016.0,7.322856358119419,1523171.45,False,False,True,True,True,True,False,price_below_21sma; price_below_50sma,XLF,-1.0696212692452245,-1.3765080922165662,-1.22330304488395,-3.8192484043760855,-0.21577208972006767,-1.397369644388815,8.0,-0.9229617512839461,0.2159255197470289,-7.4975048717390465,1.5924336119635951,-6.274201826855096,,,,,,,,,,,480712918.9167007,False,primary_gate_failed: price_below_21sma; price_below_50sma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APA,APA Corporation,Energy,,38.33000183105469,37.94857170468285,39.063800201416015,13548515328.0,1.5206642150878906,6395224.75,True,False,True,True,True,True,False,price_below_50sma,XLE,3.018068705647625,-1.1449744269475537,4.484784693633781,28.580813142074923,42.154964089658506,8.679134544308736,2.0,4.669587517876828,-8.78152923967238,23.247592800329354,-7.636554812724826,18.762808106695573,,,,,,,,,,,245128976.37750626,False,primary_gate_failed: price_below_50sma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APO,Apollo Global Management,Financials,,124.3499984741211,130.49095335460845,122.58340072631836,71689953280.0,3.781072344098772,3412216.4,False,True,True,True,True,True,False,price_below_21sma,XLF,-1.0696212692452245,-1.3765080922165662,-1.22330304488395,-3.8192484043760855,-0.21577208972006767,-1.397369644388815,8.0,-4.544412070454906,-3.7464230016407973,13.261679057454634,-2.369914909424231,14.484982102338584,,,,,,,,,,,424309104.13337094,False,primary_gate_failed: price_below_21sma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACGL,Arch Capital Group,Financials,,87.88999938964844,93.26761881510417,94.89859939575196,30707851264.0,1.9214297703334264,2599985.8,False,False,True,True,True,True,False,price_below_21sma; price_below_50sma,XLF,-1.0696212692452245,-1.3765080922165662,-1.22330304488395,-3.8192484043760855,-0.21577208972006767,-1.397369644388815,8.0,-3.8402648551779883,-6.150562778836443,-10.6990438683217,-4.774054686619877,-9.47574082343775,,,,,,,,,,,228512750.3750946,False,primary_gate_failed: price_below_21sma; price_below_50sma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARES,Ares Management,Financials,,123.0999984741211,124.82904815673828,116.85940048217773,40604119040.0,4.5062152317592075,2734643.1,False,True,True,True,True,True,False,price_below_21sma,XLF,-1.0696212692452245,-1.3765080922165662,-1.22330304488395,-3.8192484043760855,-0.21577208972006767,-1.397369644388815,8.0,-2.7492520987464686,2.6004292631212067,5.928921301032042,3.976937355337773,7.152224345915991,,,,,,,,,,,336634561.4372658,False,primary_gate_failed: price_below_21sma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AJG,Arthur J. Gallagher & Co.,Financials,,202.5,201.92523847307478,210.4038006591797,52030754816.0,6.00035640171596,1891758.95,True,False,True,True,True,True,False,price_below_50sma,XLF,-1.0696212692452245,-1.3765080922165662,-1.22330304488395,-3.8192484043760855,-0.21577208972006767,-1.397369644388815,8.0,-0.17254429035462593,-2.188088106074937,-10.23140422187786,-0.8115800138583706,-9.00810117699391,,,,,,,,,,,383081187.375,False,primary_gate_failed: price_below_50sma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIZ,Assurant,Financials,,248.4199981689453,248.38809567406065,234.32740020751953,12308623360.0,5.243927001953125,442618.6,True,True,True,True,True,False,False,avg_volume_below_1m,XLF,-1.0696212692452245,-1.3765080922165662,-1.22330304488395,-3.8192484043760855,-0.21577208972006767,-1.397369644388815,8.0,-1.4441003828075782,8.423535031015717,7.1006688671689355,9.800043123232284,8.323971912052885,,,,,,,,,,,109955311.80154113,False,primary_gate_failed: avg_volume_below_1m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T,AT&T,Communication Services,,23.549999237060547,24.889523642403738,26.11859996795654,163633364992.0,0.5414282935006278,39047258.6,False,False,True,True,False,True,False,price_below_21sma; price_below_50sma; atr14_below_1.5,XLC,-3.595389840331986,-3.462529453833263,-5.6486228072716305,-2.411838641591768,9.990186607200812,-2.694588849836961,10.0,-5.383688973271672,-9.770119184441118,-18.737061390432164,-6.307589730607855,-13.088438583160533,,,,,,,,,,,919562910.2393059,False,primary_gate_failed: price_below_21sma; price_below_50sma; atr14_below_1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATO,Atmos Energy,Utilities,,168.3000030517578,177.33095223563058,182.65619964599608,28092606464.0,3.0521458217075894,1763097.8,False,False,True,True,True,True,False,price_below_21sma; price_below_50sma,XLU,-3.16792273928056,-5.736467346741836,-7.531206555565662,-1.23150371819839,6.376244638976369,-4.0994126264705635,11.0,-4.505221399186931,-10.369068955471427,-9.889168923377545,-4.6326016087295905,-2.357962367811883,,,,,,,,,,,296729365.1205475,False,primary_gate_failed: price_below_21sma; price_below_50sma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,Alexandria Real Estate Equities,Real Estate,,51.27000045776367,47.60666692824591,46.138200225830076,8934796288.0,1.7949995313371931,1993184.45,True,True,True,True,True,True,True,,XLRE,-2.5095288366062563,-1.2931113562702046,-0.5712980109438881,5.889506351809781,4.115810883762827,-0.06069685392821822,5.0,2.6837575493645405,24.623240686445236,-4.3113126061002705,25.91635204271544,-3.7400145951563823,79.96965157303589,37.0,90.0,85.0,85.0,75.0,64.0,False,not_near_highs_or_base_lows; missing_compression_or_tight_base,80.79544773595538,102190567.66390742,False,blueprint_fit_score_below_65: 64; blueprint_fit_failed: not_near_highs_or_base_lows; blueprint_fit_failed: missing_compression_or_tight_base,ready_today,,48.5,,retest,"Support exists but is farther away, making same-day risk wider.; No clear overhead resistance/trigger level identified.; No nearby breakout trigger was identified within 5% of current price.",,2.643264360369124,6.489269895946004,12.599959092636281,,3.0232089393824713,,1.0,-2.7872604738716,False,True,True,False,False,high_tight_flag,compression_breakout_retest,True,Digestion after impulse is controlled.; Volume is quieter during the setup.; A breakout trigger is nearby.; A nearby invalidation/retest level exists.; EMA structure supports the setup.,,True,True,False,True,True,True,True,low,Structure is clean enough to support focus-list review.,Recent bullish impulse is present.; Impulse quality is strong.; Controlled digestion after impulse is present.; Digestion quality is tight.; Volume has dried up during consolidation.; EMA structure is strong.; A nearby trigger level exists.; A nearby invalidation level exists.,No clear compression/base detected.,,Strong impulse/digestion setup with nearby trigger and EMA hold classified as high_tight_flag.,85.0,85.0,,4.095959538465532,-48.545605994625404,False,True,none,tight,strong,4.095959538465532,5.402770495478348,22.737091025033116,2.643264360369124,6.489269895946004,0.5828010564931401,35.42247941771903,19.529668774931164,False
AMT,American Tower,Real Estate,,182.24000549316406,180.79381016322546,178.16780059814454,84904353792.0,4.568571908133371,3151833.95,True,True,True,True,True,True,True,,XLRE,-2.5095288366062563,-1.2931113562702046,-0.5712980109438881,5.889506351809781,4.115810883762827,-0.06069685392821822,5.0,-1.4812359701914968,0.7518800163858197,-4.486371814297985,2.0449913726560243,-3.9150738033540966,67.96965157303589,40.0,60.0,70.0,60.0,100.0,100.0,True,,71.69544773595538,574390236.361541,False,focus_structure_score_below_65: 60,breakout_only,182.36000061035156,174.30999755859375,,breakout,No bullish ignition candle was detected.,,-1.1768713463349623,0.04606829349467212,4.351408963751247,0.06584455310061355,2.447325822778512,,,,True,True,True,False,False,trendline_compression,big_base_highs_breakout,True,Price is consolidating near recent highs.; A prior bullish impulse is present.; The pullback after impulse is controlled.; The recent range is compressing or flagging.; Volume supports continuation rather than distribution.,,True,True,False,False,True,True,True,low,No clean Sean-style focus-list structure is present yet.,Recent bullish impulse is present.; Controlled digestion after impulse is present.; Digestion quality is acceptable.; EMA structure is acceptable.; A nearby trigger level exists.; A nearby invalidation level exists.,No clear compression/base detected.; Volume dry-up was not detected.,,"Impulse, controlled digestion, EMA hold, and nearby risk/trigger path classified as trendline_compression despite imperfect compression.",60.0,60.0,,3.4816730846406463,9.668220116663061,True,False,loose,acceptable,acceptable,0.06584455310061355,0.04604708039053218,-1.3856999229196587,-1.1768713463349623,0.04606829349467212,0.5650314922967471,14.241576354534091,12.67849784296493,False
