Symbol,Company,Sector,Exchange,price,sma21,sma50,market_cap,atr,avg_volume,passes_price_sma21,passes_price_sma50,passes_price_min,passes_market_cap,passes_atr,passes_avg_volume,primary_gate_pass,primary_gate_fail_reasons,sector_etf,sector_perf_1w,sector_perf_1m,sector_perf_3m,sector_perf_6m,sector_perf_1y,sector_score,sector_rank,BasicPreAIScore,TechnicalPreAIScore,TodayFocusScore,FocusStructureScore,FinalPreAIScore,DollarVolume20,PassedFocusGate,GateFailureReasons,Actionability,TriggerLevel,InvalidationLevel,DoNotChaseAbove,PreferredEntryStyle,TodayFocusWarnings,TodayFocusDisqualifiers,PctAboveEMA8,PctAboveEMA21,NearestSupportDistancePct,NearestResistanceDistancePct,NearestDemandDistancePct,NearestSupplyDistancePct,IgnitionAgeBars,PctFromIgnitionClose,HasNearbyTrigger,HasNearbyRetestArea,HasReasonableInvalidation,IsExtended,IsSeverelyExtended,StructureType,ImpulsePresent,ControlledDigestion,CompressionPresent,VolumeDryup,HoldingEMAStructure,TriggerNearby,InvalidationNearby,ExtensionRisk,StructureVerdict,StructureReasons,StructureWarnings,StructureDisqualifiers,ClassificationReason,ScoreBeforeCaps,ScoreAfterCaps,ScoreCapReasons,PullbackDepthPct,RangeContractionPct,LowerHighs,HigherLows,CompressionQuality,DigestionQuality,EMAQuality,TriggerDistancePct,InvalidationDistancePct,VolumeDryupPct,StructurePctAboveEMA8,StructurePctAboveEMA21
AOS,A. O. Smith,Industrials,,56.880001068115234,57.629523686000276,61.684999542236326,7839692288.0,1.4115794045584542,1538663.85,False,False,True,True,False,True,False,price_below_21sma; price_below_50sma; atr14_below_1.5,XLI,0.4876596843627956,2.4388807305799176,-0.46599267973538305,15.65635966246881,22.79163954426884,4.534198272799685,4.0,,,,,,87519201.4314703,False,primary_gate_failed: price_below_21sma; price_below_50sma; atr14_below_1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABT,Abbott Laboratories,Health Care,,87.18000030517578,86.25619070870536,93.09460021972656,151851270144.0,1.8821422031947546,11610135.4,True,False,True,True,True,True,False,price_below_50sma,XLV,-0.7594527018025987,2.0244648801663656,-5.978987078754683,-4.913381385730786,11.25678292947132,-0.7039070455629615,7.0,,,,,,1012171607.7151321,False,primary_gate_failed: price_below_50sma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACN,Accenture,Information Technology,,178.3699951171875,177.11666797456286,184.4401998901367,109775159296.0,8.172857012067523,5927694.3,True,False,True,True,True,True,False,price_below_50sma,XLK,6.25170226968188,20.925642100283536,40.13158741822025,36.86747165147786,68.24212000947689,30.078468475582987,1.0,,,,,,1057322803.3471801,False,primary_gate_failed: price_below_50sma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AES,AES Corporation,Utilities,,14.699999809265137,14.545238086155482,14.424599952697754,10483418112.0,0.06714275905064174,11206382.4,True,True,True,True,False,True,False,atr14_below_1.5,XLU,-1.9494928666681344,-4.550357254592674,-6.3676795157214805,0.011291951863867666,7.714767965863989,-2.8927036126550876,11.0,,,,,,164733819.1425522,False,primary_gate_failed: atr14_below_1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Agilent Technologies,Health Care,,138.7100067138672,119.49190521240234,117.35280029296875,39176134656.0,5.005001613071987,2645477.0,True,True,True,True,True,True,True,,XLV,-0.7594527018025987,2.0244648801663656,-5.978987078754683,-4.913381385730786,11.25678292947132,-0.7039070455629615,7.0,,,,,,366954132.4313812,False,not_technically_scored_after_primary_gate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APD,Air Products,Materials,,284.125,292.28214372907365,294.4912994384766,63269150720.0,5.922138759068081,1076747.85,False,False,True,True,True,True,False,price_below_21sma; price_below_50sma,XLB,1.3774873234733587,2.4382956731468175,-0.0674111106441555,16.360166279393763,19.48186351895793,4.57096581328064,3.0,,,,,,305930982.88125,False,primary_gate_failed: price_below_21sma; price_below_50sma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABNB,Airbnb,Consumer Discretionary,,133.39999389648438,135.20952497209822,134.66740020751953,79164645376.0,4.438851492745536,4149090.1,False,False,True,True,True,True,False,price_below_21sma; price_below_50sma,XLY,-3.9572234201755707,-0.8324867029998351,0.3007118102555939,-1.3186856701142724,8.95006645013854,-0.18783907385595977,6.0,,,,,,553488594.0159638,False,primary_gate_failed: price_below_21sma; price_below_50sma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AKAM,Akamai Technologies,Information Technology,,162.14999389648438,145.97666676839194,121.80140014648437,23574251520.0,6.8778566632952005,7208092.35,True,True,True,True,True,True,True,,XLK,6.25170226968188,20.925642100283536,40.13158741822025,36.86747165147786,68.24212000947689,30.078468475582987,1.0,,,,,,1168792130.5577958,False,not_technically_scored_after_primary_gate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALB,Albemarle Corporation,Materials,,169.42999267578125,183.37571716308594,184.96300109863282,19981666304.0,7.4992861066545755,2200517.8,False,False,True,True,True,True,False,price_below_21sma; price_below_50sma,XLB,1.3774873234733587,2.4382956731468175,-0.0674111106441555,16.360166279393763,19.48186351895793,4.57096581328064,3.0,,,,,,372833714.73692626,False,primary_gate_failed: price_below_21sma; price_below_50sma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,Alexandria Real Estate Equities,Real Estate,,52.119998931884766,47.647143046061196,46.1552001953125,9082925056.0,1.7846423557826452,1937132.4,True,True,True,True,True,True,True,,XLRE,-1.8933479732914815,-0.6692422218429805,0.05713328802072759,6.5587726571339156,4.773866686237649,0.5709616595321843,5.0,,,,,,100963338.61891937,False,not_technically_scored_after_primary_gate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALGN,Align Technology,Health Care,,165.24249267578125,165.24059549967447,173.4996499633789,11834357760.0,6.033570425851004,966265.95,True,False,True,True,True,False,False,price_below_50sma; avg_volume_below_1m,XLV,-0.7594527018025987,2.0244648801663656,-5.978987078754683,-4.913381385730786,11.25678292947132,-0.7039070455629615,7.0,,,,,,159668194.16573182,False,primary_gate_failed: price_below_50sma; avg_volume_below_1m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALLE,Allegion,Industrials,,127.4800033569336,130.79476202101935,137.93199951171874,10955104256.0,3.3407156808035716,934007.0,False,False,True,True,True,False,False,price_below_21sma; price_below_50sma; avg_volume_below_1m,XLI,0.4876596843627956,2.4388807305799176,-0.46599267973538305,15.65635966246881,22.79163954426884,4.534198272799685,4.0,,,,,,119067215.49539948,False,primary_gate_failed: price_below_21sma; price_below_50sma; avg_volume_below_1m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LNT,Alliant Energy,Utilities,,71.93000030517578,72.28714243570964,72.22539962768555,18577866752.0,1.318570818219866,2342675.7,False,False,True,True,False,True,False,price_below_21sma; price_below_50sma; atr14_below_1.5,XLU,-1.9494928666681344,-4.550357254592674,-6.3676795157214805,0.011291951863867666,7.714767965863989,-2.8927036126550876,11.0,,,,,,168508663.8159279,False,primary_gate_failed: price_below_21sma; price_below_50sma; atr14_below_1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,Allstate,Financials,,210.89999389648438,214.49047633579798,213.16740020751953,54290071552.0,5.09892817905971,1749587.45,False,False,True,True,True,True,False,price_below_21sma; price_below_50sma,XLF,-1.4585764813444868,-1.7642567464227765,-1.6116540408828928,-4.197393167559049,-0.6080842998717251,-1.7850362792036756,8.0,,,,,,368987982.52636564,False,primary_gate_failed: price_below_21sma; price_below_50sma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
