symbol,signal_date,entry_date,entry,stop,target,shares,partial_date,partial_exit,exit_date,exit,reason,bars_held,R,pnl,setup,adr_pct,rr_planned,chase_adr,resolution
FUTU,2022-11-08,2022-11-08,38.48,37.07,39.25,665,,,2022-11-30,59.1,time_stop,15,14.58,13708.82,unr_pdl,5.39,2.34,0.42,exact
MRNA,2022-11-30,2022-11-30,176.0,168.62,188.65,142,,,2022-12-05,175.84,trail_ema,3,-0.02,-22.14,unr_pdl,5.45,5.88,0.5,exact
SHOP,2022-12-07,2022-12-07,38.51,37.61,41.73,1159,,,2022-12-08,37.59,stop,1,-1.02,-1069.71,unr_ema21,6.21,21.38,0.3,exact
SHOP,2022-12-08,2022-12-08,38.66,36.44,41.73,475,,,2022-12-09,38.36,trail_ema,1,-0.13,-141.79,unr_pdl,6.24,3.14,0.39,exact
CELH,2022-12-07,2022-12-07,37.14,35.69,39.91,722,,,2022-12-15,35.67,stop,6,-1.01,-1060.09,unr_ema8,7.77,2.43,0.08,exact
FUTU,2022-12-12,2022-12-12,62.91,61.12,67.81,586,,,2022-12-16,63.88,trail_ema,4,0.55,571.39,unr_ema8,6.58,5.71,0.22,exact
LI,2022-12-21,2022-12-21,20.81,19.6,21.75,855,,,2022-12-22,20.42,trail_ema,1,-0.32,-333.97,unr_ema8,7.58,1.18,0.14,exact
SHOP,2023-01-11,2023-01-11,36.46,35.69,41.73,1339,,,2023-01-12,35.67,stop,1,-1.02,-1051.53,unr_pdl,5.07,16.29,0.22,exact
CRSP,2023-01-25,2023-01-25,50.78,49.17,54.16,633,,,2023-01-30,49.94,trail_ema,3,-0.52,-531.95,unr_pdl,5.61,2.39,0.04,exact
FUTU,2023-01-26,2023-01-26,52.44,50.13,51.29,439,,,2023-01-30,49.73,stop_gap,2,-1.17,-1191.69,unr_pdl,8.57,1.43,0.48,exact
DDOG,2023-01-31,2023-01-31,74.85,72.61,76.6,455,,,2023-02-06,76.92,trail_ema,4,0.93,943.72,unr_ema8,5.97,2.28,0.24,exact
SNOW,2023-01-31,2023-01-31,156.52,150.82,162.7,178,,,2023-02-06,157.99,trail_ema,4,0.26,262.15,unr_pdl,5.77,4.96,0.46,exact
GME,2023-02-01,2023-02-01,21.84,20.47,22.49,12,,,2023-02-07,21.21,trail_ema,4,-0.46,-7.58,unr_pdl,8.99,1.43,0.31,exact
DASH,2023-02-06,2023-02-06,59.71,57.86,62.05,593,,,2023-02-07,57.83,stop,1,-1.02,-1114.3,unr_pdl,5.56,3.07,0.26,exact
CRSP,2023-01-31,2023-01-31,51.05,49.97,54.16,430,,,2023-02-08,53.36,trail_ema,6,2.16,996.65,unr_ema8,5.42,4.69,0.12,exact
COIN,2023-01-25,2023-01-25,52.79,49.41,57.33,301,,,2023-02-09,59.6,trail_ema,11,2.02,2050.96,unr_ema8,9.28,2.83,0.34,exact
NTLA,2023-02-13,2023-02-13,41.34,39.26,46.03,7,,,2023-02-14,39.24,stop,1,-1.01,-14.7,unr_ema21,6.34,3.57,0.24,exact
DDOG,2023-02-10,2023-02-10,80.56,78.67,88.85,547,,,2023-02-16,82.43,trail_ema,4,0.99,1022.07,unr_ema8,5.62,4.79,0.02,exact
SNOW,2023-02-13,2023-02-13,162.04,156.65,178.7,192,,,2023-02-16,164.32,trail_ema,3,0.42,437.15,unr_ema8,5.39,5.12,0.21,exact
DASH,2023-02-13,2023-02-13,59.32,57.3,62.05,466,,,2023-02-17,61.78,trail_ema,4,1.22,1146.1,unr_ema21,5.25,4.88,0.39,exact
MSTR,2023-02-14,2023-02-14,27.13,24.3,30.34,11,,,2023-02-21,26.98,trail_ema,4,-0.05,-1.64,unr_ema8,8.24,2.19,0.46,exact
GME,2023-02-17,2023-02-17,22.0,21.06,22.49,1123,,,2023-02-21,21.05,stop,1,-1.01,-1069.4,unr_ema8,8.93,12.05,0.45,exact
MSTR,2023-02-22,2023-02-22,26.87,26.14,30.34,1426,,,2023-02-23,26.56,trail_ema,1,-0.42,-441.65,unr_pdl,8.28,5.82,0.05,exact
TSLA,2023-02-22,2023-02-22,200.96,191.19,214.0,107,,,2023-02-24,196.78,trail_ema,2,-0.43,-447.14,unr_pdl,6.54,2.78,0.31,exact
NET,2023-02-23,2023-02-23,61.77,59.36,65.51,433,,,2023-02-24,59.33,stop,1,-1.01,-1055.74,unr_pdl,7.23,2.33,0.13,exact
TTD,2023-02-23,2023-02-23,56.28,54.68,58.39,653,,,2023-02-24,54.3,stop_gap,1,-1.24,-1289.86,unr_pdl,5.55,3.08,0.22,exact
TTD,2023-03-02,2023-03-02,56.42,54.36,58.39,493,,,2023-03-09,55.73,trail_ema,5,-0.33,-338.24,unr_pdl,5.05,4.19,0.46,exact
GME,2023-03-30,2023-03-30,22.51,22.05,22.42,2174,,,2023-04-04,22.34,trail_ema,3,-0.37,-374.85,unr_pdl,6.62,1.15,0.22,exact
ONON,2023-03-31,2023-03-31,31.05,29.79,31.94,454,,,2023-04-05,29.78,stop,3,-1.01,-575.92,unr_pdl,5.43,1.2,0.19,exact
FUTU,2023-04-04,2023-04-04,49.08,47.73,49.67,773,,,2023-04-05,47.71,stop,1,-1.02,-1060.45,unr_ema8,5.48,3.37,0.36,exact
FUTU,2023-04-06,2023-04-06,47.14,45.89,49.67,805,,,2023-04-10,46.17,trail_ema,1,-0.78,-780.64,unr_pdl,5.64,13.81,0.39,exact
ONON,2023-04-06,2023-04-06,29.39,28.17,31.94,13,,,2023-04-11,29.86,trail_ema,2,0.38,5.98,unr_pdl,5.84,3.55,0.25,exact
RBLX,2023-03-29,2023-03-29,43.03,41.88,45.49,881,,,2023-04-12,45.18,trail_ema,9,1.87,1890.54,unr_ema8,5.17,3.39,0.14,exact
FUTU,2023-04-11,2023-04-11,47.97,46.54,49.67,731,,,2023-04-12,46.52,stop,1,-1.02,-1059.05,unr_ema8,5.45,2.42,0.2,exact
MSTR,2023-04-06,2023-04-06,29.02,27.73,31.5,787,,,2023-04-17,31.29,trail_ema,6,1.75,1780.86,unr_pdl,8.84,5.07,0.31,exact
COIN,2023-04-14,2023-04-14,69.94,67.59,69.82,441,,,2023-04-17,67.09,stop_gap,1,-1.22,-1260.61,unr_pdl,8.48,3.87,0.34,exact
CRSP,2023-04-24,2023-04-24,51.11,49.87,51.56,854,,,2023-04-25,49.85,stop,1,-1.02,-1072.55,unr_ema8,5.4,1.09,0.16,exact
CRSP,2023-04-28,2023-04-28,48.96,47.68,51.56,411,,,2023-05-01,49.06,trail_ema,1,0.07,37.4,unr_pdl,5.49,8.25,0.32,exact
ONON,2023-04-13,2023-04-13,29.93,29.25,31.94,1502,,,2023-05-02,31.79,trail_ema,13,2.71,2792.42,unr_ema8,5.87,3.12,0.01,exact
VKTX,2023-05-03,2023-05-03,21.46,20.64,22.04,1280,,,2023-05-04,20.63,stop,1,-1.01,-1061.84,unr_pdl,7.2,6.04,0.45,exact
AMC,2023-04-26,2023-04-26,51.93,50.32,55.0,641,,,2023-05-09,55.37,trail_ema,9,2.15,2209.11,unr_ema8,7.62,7.02,0.28,exact
MSTR,2023-05-10,2023-05-10,31.53,30.41,33.29,918,,,2023-05-11,30.39,stop,1,-1.01,-1039.34,unr_ema8,5.97,3.69,0.27,exact
AMC,2023-05-10,2023-05-10,54.93,53.84,55.0,938,,,2023-05-11,53.81,stop,1,-1.02,-1049.73,unr_ema21,6.34,1.69,0.19,exact
TGTX,2023-05-15,2023-05-15,31.17,30.24,35.67,1084,,,2023-05-16,29.66,stop_gap,1,-1.63,-1637.28,unr_pdl,7.55,23.56,0.34,exact
TGTX,2023-05-16,2023-05-16,30.41,29.06,35.67,733,,,2023-05-18,30.62,trail_ema,2,0.16,160.88,unr_pdl,7.57,4.16,0.02,exact
COIN,2023-05-18,2023-05-18,60.29,58.41,63.75,527,,,2023-05-19,58.38,stop,1,-1.02,-1004.84,unr_ema8,6.93,5.31,0.27,exact
CRSP,2023-05-18,2023-05-18,63.48,62.21,71.2,775,,,2023-05-19,62.17,stop,1,-1.02,-1013.17,unr_ema8,6.29,23.91,0.25,exact
NTLA,2023-05-18,2023-05-18,42.98,41.58,46.98,415,,,2023-05-19,42.0,trail_ema,1,-0.7,-407.73,unr_pdl,5.04,3.82,0.13,exact
TGTX,2023-05-18,2023-05-18,30.66,29.8,35.67,6,,,2023-05-19,29.79,stop,1,-1.02,-5.2,unr_pdl,7.71,24.88,0.29,exact
NTLA,2023-05-22,2023-05-22,44.41,41.77,46.98,364,,,2023-05-24,41.74,stop,2,-1.01,-970.88,unr_ema8,5.18,2.14,0.46,exact
CRSP,2023-05-24,2023-05-24,65.91,64.11,71.2,529,,,2023-05-25,64.07,stop,1,-1.02,-972.54,unr_pdl,6.68,3.85,0.08,exact
CRSP,2023-05-26,2023-05-26,64.69,62.7,71.2,489,,,2023-05-31,64.01,trail_ema,2,-0.34,-334.65,unr_ema8,6.74,3.95,0.06,exact
LCID,2023-05-31,2023-05-31,77.64,74.72,78.2,348,,,2023-06-01,67.77,stop_gap,1,-3.38,-3435.7,unr_pdl,5.06,1.2,0.36,exact
CRSP,2023-06-01,2023-06-01,64.55,62.62,71.2,511,,,2023-06-05,63.01,trail_ema,2,-0.8,-788.87,unr_pdl,7.05,20.55,0.35,exact
NET,2023-05-24,2023-05-24,56.26,54.63,60.22,586,,,2023-06-07,62.75,trail_ema,9,3.98,3803.43,unr_pdl,5.02,4.22,0.22,exact
SMCI,2023-06-05,2023-06-05,22.38,21.65,24.3,1350,,,2023-06-16,23.07,trail_ema,9,0.95,929.18,unr_pdl,5.79,6.18,0.34,exact
MRVL,2023-06-14,2023-06-14,62.36,60.14,63.0,437,,,2023-06-20,60.07,stop_gap,3,-1.03,-1000.19,unr_pdl,5.02,1.73,0.41,exact
NET,2023-06-20,2023-06-20,67.21,65.88,72.0,704,,,2023-06-21,65.85,stop,1,-1.02,-959.98,unr_pdl,5.37,3.83,0.01,exact
GME,2023-06-20,2023-06-20,24.59,23.65,26.55,996,,,2023-06-21,24.42,trail_ema,1,-0.19,-173.81,unr_pdl,5.9,2.77,0.12,exact
PDD,2023-06-22,2023-06-22,72.93,71.23,83.4,545,,,2023-06-23,71.19,stop,1,-1.02,-944.47,unr_pdl,5.21,7.11,0.04,exact
MSTR,2023-06-22,2023-06-22,32.74,31.23,33.29,613,,,2023-06-26,31.21,stop,2,-1.01,-934.97,unr_pdl,5.87,1.58,0.42,exact
SNOW,2023-06-23,2023-06-23,178.34,174.14,185.0,218,,,2023-06-26,174.05,stop,1,-1.02,-934.78,unr_ema8,5.69,1.7,0.01,exact
SNOW,2023-06-27,2023-06-27,177.11,170.09,185.0,128,,,2023-06-29,175.68,trail_ema,2,-0.2,-182.58,unr_ema8,5.53,1.34,0.06,exact
AI,2023-07-17,2023-07-17,38.75,36.28,42.58,416,,,2023-07-20,38.95,trail_ema,3,0.08,83.68,unr_pdl,9.28,6.4,0.47,exact
MARA,2023-07-21,2023-07-21,16.89,16.17,19.88,965,,,2023-07-24,16.14,stop_gap,1,-1.03,-720.39,unr_pdl,9.97,4.68,0.04,exact
RIOT,2023-07-21,2023-07-21,18.39,17.34,20.65,9,,,2023-07-24,17.33,stop,1,-1.01,-9.53,unr_pdl,9.82,2.68,0.1,exact
COIN,2023-07-24,2023-07-24,98.9,95.33,114.43,1,,,2023-07-25,97.63,trail_ema,1,-0.36,-1.27,unr_pdl,9.0,4.65,0.02,exact
SMCI,2023-07-06,2023-07-06,25.07,24.43,27.02,1407,,,2023-07-27,32.72,time_stop,15,12.01,10766.52,unr_pdl,7.01,6.07,0.16,exact
UPST,2023-07-06,2023-07-06,36.66,34.23,38.84,368,,,2023-07-27,58.91,time_stop,15,9.15,8188.81,unr_ema8,9.56,1.57,0.2,exact
RIOT,2023-07-24,2023-07-24,17.44,16.76,20.65,893,,,2023-07-27,17.59,trail_ema,3,0.22,136.17,unr_pdl,9.62,4.98,0.01,exact
MSTR,2023-07-24,2023-07-24,43.12,41.17,47.51,1,,,2023-07-27,42.59,trail_ema,3,-0.27,-0.52,unr_pdl,6.27,3.28,0.19,exact
AI,2023-07-25,2023-07-25,40.38,37.88,42.58,3,,,2023-07-27,37.86,stop,2,-1.01,-7.55,unr_ema8,8.0,2.42,0.37,exact
RIOT,2023-07-28,2023-07-28,18.39,17.8,20.65,1863,,,2023-08-01,17.79,stop,2,-1.02,-1119.5,unr_ema8,9.18,10.19,0.23,exact
MSTR,2023-07-28,2023-07-28,43.48,42.37,47.51,988,,,2023-08-01,42.35,stop,2,-1.02,-1123.49,unr_ema8,5.91,3.71,0.0,exact
RIVN,2023-07-18,2023-07-18,24.7,23.66,26.89,993,,,2023-08-02,25.9,trail_ema,11,1.15,1186.34,unr_ema8,7.93,10.82,0.49,exact
AI,2023-07-28,2023-07-28,39.78,38.15,42.58,158,,,2023-08-02,39.85,trail_ema,3,0.04,11.09,unr_ema8,8.14,2.4,0.1,exact
MSTR,2023-08-01,2023-08-01,43.52,41.98,45.25,708,,,2023-08-02,41.96,stop,1,-1.01,-1105.34,unr_pdl,5.29,1.63,0.13,exact
NET,2023-08-01,2023-08-01,68.66,66.47,71.39,496,,,2023-08-02,66.43,stop,1,-1.02,-1106.22,unr_pdl,5.29,2.68,0.24,exact
XPEV,2023-08-03,2023-08-03,19.55,19.05,23.62,2101,,,2023-08-04,19.04,stop,1,-1.02,-1076.49,unr_ema8,7.04,30.54,0.3,exact
AMC,2023-08-02,2023-08-02,48.02,46.65,51.5,764,,,2023-08-09,48.98,trail_ema,5,0.69,726.95,unr_ema21,6.4,21.77,0.39,exact
AI,2023-11-16,2023-11-16,29.04,27.92,29.37,16,,,2023-11-20,27.91,stop,2,-1.01,-18.15,unr_ema8,6.72,3.9,0.47,exact
VRT,2023-11-06,2023-11-06,39.63,38.43,41.77,870,,,2023-11-21,42.45,trail_ema,11,2.36,2460.84,unr_ema8,6.13,3.71,0.21,exact
SMCI,2023-11-16,2023-11-16,28.38,27.72,29.2,1603,,,2023-11-22,27.71,stop,4,-1.02,-1082.67,unr_pdl,6.5,1.49,0.03,exact
MSTR,2023-11-14,2023-11-14,48.02,45.87,53.52,501,,,2023-11-27,49.51,trail_ema,8,0.69,746.1,unr_ema8,6.1,2.85,0.06,exact
SMCI,2023-11-24,2023-11-24,28.58,27.99,29.2,1843,,,2023-11-28,28.55,trail_ema,2,-0.06,-63.7,unr_ema8,6.13,1.29,0.03,exact
MSTR,2023-11-28,2023-11-28,50.61,49.71,53.52,1030,,,2023-11-29,49.68,stop,1,-1.03,-958.46,unr_ema8,5.06,9.01,0.21,exact
AI,2023-11-24,2023-11-24,28.9,27.92,29.37,6,,,2023-11-30,29.11,trail_ema,4,0.2,1.21,unr_pdl,6.97,1.33,0.19,exact
CRSP,2023-11-27,2023-11-27,71.65,67.61,76.19,278,,,2023-11-30,67.57,stop,3,-1.01,-1132.13,unr_pdl,7.86,3.2,0.46,exact
NTLA,2023-11-27,2023-11-27,30.67,29.42,30.86,158,,,2023-11-30,29.62,trail_ema,3,-0.84,-165.92,unr_pdl,7.08,1.03,0.28,exact
MSTR,2023-11-29,2023-11-29,50.74,49.58,52.68,999,,,2023-11-30,49.56,stop,1,-1.02,-1178.05,unr_pdl,5.06,11.69,0.37,exact
NTLA,2023-12-04,2023-12-04,30.91,29.94,30.86,436,,,2023-12-05,29.93,stop,1,-1.02,-426.84,unr_ema8,7.27,2.17,0.33,exact
AI,2023-12-05,2023-12-05,30.07,29.08,31.65,434,,,2023-12-06,29.15,trail_ema,1,-0.94,-399.11,unr_pdl,6.32,1.89,0.05,exact
CRSP,2023-12-01,2023-12-01,68.68,63.16,76.19,217,,,2023-12-08,63.13,stop,5,-1.01,-1205.09,unr_pdl,7.79,2.89,0.47,exact
MSTR,2023-11-30,2023-11-30,49.85,48.61,52.68,916,,,2023-12-11,55.55,trail_ema,7,4.58,5218.72,unr_pdl,5.03,2.74,0.05,exact
AFRM,2023-11-21,2023-11-21,25.04,24.1,27.0,1155,,,2023-12-13,44.38,time_stop,15,20.58,22332.26,unr_ema8,7.42,6.98,0.37,exact
AI,2023-12-27,2023-12-27,30.07,29.31,31.65,1699,,,2023-12-29,29.29,stop,2,-1.02,-1311.07,unr_ema8,6.43,4.21,0.16,exact
COIN,2023-12-12,2023-12-12,139.69,135.62,147.86,302,,,2024-01-02,156.8,trail_ema,13,4.21,5167.75,unr_ema8,6.28,13.4,0.43,exact
GME,2023-12-12,2023-12-12,15.23,14.78,17.56,2287,,,2024-01-02,16.66,trail_ema,13,3.22,3279.68,unr_pdl,8.31,13.05,0.21,exact
NTLA,2024-01-02,2024-01-02,30.84,29.24,32.39,850,,,2024-01-03,29.22,stop,1,-1.01,-1369.9,unr_pdl,6.21,1.6,0.2,exact
MRNA,2024-01-11,2024-01-11,106.85,105.25,115.97,841,,,2024-01-12,105.9,trail_ema,1,-0.6,-800.11,unr_pdl,5.88,6.66,0.03,exact
CRSP,2024-01-16,2024-01-16,63.46,61.85,67.47,834,,,2024-01-17,61.82,stop,1,-1.02,-1366.87,unr_ema21,5.42,2.74,0.02,exact
MRNA,2024-01-16,2024-01-16,102.21,97.25,115.97,270,,,2024-01-17,100.3,trail_ema,1,-0.39,-516.04,unr_ema21,5.42,4.3,0.26,exact
SMCI,2024-01-17,2024-01-17,31.84,30.49,32.76,978,,,2024-01-18,31.13,trail_ema,1,-0.53,-694.85,unr_ema21,5.79,3.8,0.49,exact
CELH,2024-01-11,2024-01-11,59.09,57.17,59.68,701,,,2024-01-19,57.14,stop,5,-1.01,-1363.42,unr_pdl,5.55,1.86,0.34,exact
VKTX,2024-01-26,2024-01-26,21.38,20.85,22.91,2422,,,2024-02-16,36.18,time_stop,15,27.65,35848.54,unr_pdl,7.51,3.98,0.07,exact
ARM,2024-02-16,2024-02-16,128.4,122.56,164.0,283,,,2024-02-20,122.5,stop,1,-1.01,-1670.69,unr_pdl,9.82,42.71,0.49,exact
MSTR,2024-02-20,2024-02-20,70.53,66.84,72.78,446,,,2024-02-21,66.81,stop,1,-1.01,-1662.4,unr_pdl,6.59,1.83,0.42,exact
PLTR,2024-02-21,2024-02-21,22.75,22.23,25.52,44,,,2024-02-23,22.96,trail_ema,2,0.4,9.11,unr_pdl,5.76,5.81,0.02,exact
PLTR,2024-02-26,2024-02-26,23.57,22.88,25.52,1,,,2024-03-04,24.03,trail_ema,5,0.66,0.46,unr_ema8,5.82,3.8,0.11,exact
ARM,2024-02-20,2024-02-20,121.83,114.99,164.0,241,,,2024-03-05,134.0,trail_ema,10,1.78,2933.47,unr_ema8,9.95,9.95,0.23,exact
CRSP,2024-03-05,2024-03-05,81.03,78.65,90.18,395,,,2024-03-06,80.79,trail_ema,1,-0.1,-95.16,unr_pdl,6.43,5.24,0.1,exact
CART,2024-02-16,2024-02-16,26.78,25.47,27.94,1256,,,2024-03-11,34.48,time_stop,15,5.85,9670.4,unr_ema8,6.69,1.35,0.15,exact
MSTR,2024-02-21,2024-02-21,67.31,66.24,72.78,1458,,,2024-03-13,176.53,time_stop,15,101.56,159232.64,unr_pdl,6.51,7.29,0.07,exact
AI,2024-03-12,2024-03-12,30.7,29.63,31.55,2427,,,2024-03-13,30.35,trail_ema,1,-0.32,-826.45,unr_ema21,6.37,1.39,0.13,exact
COIN,2024-02-23,2024-02-23,166.06,160.21,187.39,6,,,2024-03-14,233.55,trail_ema,14,11.52,404.94,unr_pdl,6.51,6.56,0.24,exact
MRNA,2024-03-05,2024-03-05,95.61,93.12,100.24,3,,,2024-03-14,103.41,trail_ema,7,3.13,23.4,unr_ema8,5.16,3.16,0.16,exact
CVNA,2024-03-13,2024-03-13,15.94,15.22,16.92,4626,,,2024-03-14,15.21,stop,1,-1.01,-3371.61,unr_ema8,8.39,3.03,0.25,exact
MRNA,2024-03-15,2024-03-15,103.9,100.7,105.81,1029,,,2024-03-20,100.65,stop,3,-1.02,-3351.07,unr_pdl,5.1,3.32,0.4,exact
CELH,2024-03-20,2024-03-20,90.72,85.24,99.62,597,,,2024-03-27,85.2,stop,5,-1.01,-3291.35,unr_ema8,6.61,2.45,0.25,exact
MRNA,2024-03-20,2024-03-20,103.13,100.05,105.81,1061,,,2024-03-28,106.51,trail_ema,6,1.1,3581.06,unr_pdl,5.05,1.23,0.09,exact
COIN,2024-03-28,2024-03-28,265.25,256.98,271.65,395,,,2024-04-01,256.86,stop,1,-1.02,-3316.91,unr_ema8,7.86,5.27,0.31,exact
VKTX,2024-04-02,2024-04-02,77.39,73.07,89.1,749,,,2024-04-04,73.64,trail_ema,2,-0.87,-2805.39,unr_pdl,9.51,2.83,0.02,exact
COIN,2024-04-08,2024-04-08,257.12,248.82,271.65,386,,,2024-04-09,248.7,stop,1,-1.01,-3251.14,unr_ema8,7.08,6.29,0.29,exact
CVNA,2024-05-15,2024-05-15,24.23,23.49,25.8,4296,,,2024-05-16,23.47,stop,1,-1.02,-3227.62,unr_pdl,6.44,11.34,0.45,exact
VKTX,2024-05-15,2024-05-15,78.05,72.46,80.38,568,,,2024-05-16,72.43,stop,1,-1.01,-3193.62,unr_ema8,6.45,1.42,0.5,exact
CVNA,2024-05-17,2024-05-17,23.51,23.03,24.92,6526,,,2024-05-20,23.02,stop,1,-1.02,-3192.68,unr_pdl,6.38,3.46,0.03,exact
LCID,2024-05-17,2024-05-17,28.41,27.0,30.9,1543,,,2024-05-21,28.39,trail_ema,2,-0.02,-43.82,unr_ema8,7.33,1.8,0.0,exact
VRT,2024-05-20,2024-05-20,99.1,97.11,104.47,750,,,2024-05-21,96.73,stop_gap,1,-1.19,-1778.77,unr_ema8,5.37,15.68,0.31,exact
SMCI,2024-05-20,2024-05-20,90.44,86.7,91.08,836,,,2024-05-22,86.66,stop,2,-1.01,-3159.67,unr_pdl,7.7,2.99,0.43,exact
CELH,2024-05-16,2024-05-16,92.62,90.08,95.63,1226,,,2024-05-23,91.66,trail_ema,5,-0.38,-1167.32,unr_pdl,5.93,2.77,0.23,exact
LCID,2024-05-22,2024-05-22,28.91,27.71,30.9,29,,,2024-05-23,27.69,stop,1,-1.01,-35.45,unr_pdl,7.05,9.85,0.48,exact
CLSK,2024-05-24,2024-05-24,17.64,16.74,18.08,3523,,,2024-05-29,17.06,trail_ema,2,-0.64,-2034.0,unr_ema8,9.8,1.04,0.15,exact
SMCI,2024-05-24,2024-05-24,88.43,83.56,91.08,571,,,2024-05-29,83.51,stop,2,-1.01,-2807.94,unr_ema8,7.5,1.02,0.18,exact
POWL,2024-05-20,2024-05-20,54.64,52.3,57.97,14,,,2024-05-31,59.45,trail_ema,8,2.05,67.3,unr_ema8,6.27,3.39,0.32,exact
VRT,2024-05-21,2024-05-21,98.91,96.0,104.47,1064,,,2024-05-31,95.95,stop,7,-1.02,-3150.36,unr_pdl,5.34,5.25,0.31,exact
VST,2024-05-22,2024-05-22,92.93,90.87,96.46,890,,,2024-05-31,97.57,trail_ema,6,2.25,4133.17,unr_ema8,5.26,16.99,0.4,exact
MRNA,2024-05-30,2024-05-30,151.57,143.12,170.47,293,,,2024-05-31,143.04,stop,1,-1.01,-2496.89,unr_ema8,6.1,2.74,0.13,exact
LCID,2024-05-30,2024-05-30,28.81,27.4,30.9,2200,,,2024-06-05,27.89,trail_ema,4,-0.66,-2042.37,unr_ema8,7.0,4.28,0.38,exact
MARA,2024-06-04,2024-06-04,20.53,19.48,21.03,2847,,,2024-06-05,19.47,stop,1,-1.01,-3014.05,unr_ema8,9.32,1.28,0.2,exact
MSTR,2024-05-31,2024-05-31,152.53,143.66,174.0,332,,,2024-06-07,159.54,trail_ema,5,0.79,2328.97,unr_ema21,7.71,4.53,0.3,exact
MRNA,2024-06-07,2024-06-07,151.09,148.67,170.47,1214,,,2024-06-10,148.6,stop,1,-1.03,-3018.24,unr_ema8,6.55,10.05,0.04,exact
MSTR,2024-06-10,2024-06-10,160.07,155.47,171.5,640,,,2024-06-11,154.12,stop_gap,1,-1.29,-3807.43,unr_pdl,7.37,4.3,0.13,exact
AI,2024-06-07,2024-06-07,30.01,29.15,30.84,3394,,,2024-06-14,29.14,stop,5,-1.02,-2978.47,unr_pdl,5.21,2.77,0.29,exact
COIN,2024-06-11,2024-06-11,244.32,233.33,248.86,264,,,2024-06-14,244.38,trail_ema,3,0.01,14.69,unr_pdl,6.88,1.5,0.31,exact
AI,2024-06-17,2024-06-17,29.22,28.16,30.84,2670,,,2024-06-18,28.7,trail_ema,1,-0.5,-1412.32,unr_pdl,5.5,6.53,0.46,exact
CRDO,2024-06-17,2024-06-17,28.59,28.13,29.89,6140,,,2024-06-20,28.12,stop,2,-1.03,-2917.1,unr_pdl,5.71,6.4,0.16,exact
MARA,2024-06-20,2024-06-20,20.67,20.0,21.03,4133,,,2024-06-21,19.92,stop_gap,1,-1.11,-3100.97,unr_ema8,8.67,5.34,0.3,exact
HIMS,2024-06-25,2024-06-25,23.17,22.08,25.74,2535,,,2024-06-26,22.07,stop,1,-1.01,-2784.6,unr_ema8,7.26,3.95,0.22,exact
CVNA,2024-07-05,2024-07-05,25.62,24.73,27.38,3122,,,2024-07-08,24.72,stop,1,-1.01,-2822.0,unr_pdl,6.49,5.82,0.34,exact
ELF,2024-07-08,2024-07-08,203.18,198.13,201.86,547,,,2024-07-10,198.03,stop,2,-1.02,-2815.88,unr_ema21,5.08,1.26,0.33,exact
ARM,2024-07-02,2024-07-02,163.54,154.76,177.31,310,,,2024-07-11,173.1,trail_ema,6,1.09,2964.12,unr_ema8,6.81,2.46,0.22,exact
SMCI,2024-07-10,2024-07-10,90.04,87.05,89.99,924,,,2024-07-11,87.0,stop,1,-1.01,-2809.29,unr_pdl,6.99,1.34,0.29,exact
VRT,2024-07-10,2024-07-10,93.92,90.4,97.26,720,,,2024-07-12,90.36,stop,2,-1.01,-2561.77,unr_pdl,5.1,2.38,0.32,exact
VST,2024-07-11,2024-07-11,90.54,89.0,90.25,1473,,,2024-07-12,88.96,stop,1,-1.03,-2331.6,unr_ema8,5.23,1.03,0.2,exact
SMCI,2024-07-11,2024-07-11,88.97,86.28,89.99,15,,,2024-07-16,87.65,trail_ema,3,-0.49,-19.71,unr_pdl,7.13,2.52,0.27,exact
CVNA,2024-07-09,2024-07-09,25.15,24.08,27.38,2586,,,2024-07-17,26.74,trail_ema,6,1.48,4096.37,unr_ema8,6.39,2.53,0.09,exact
MSTR,2024-07-17,2024-07-17,159.08,152.55,171.5,405,,,2024-07-18,152.47,stop,1,-1.01,-2676.37,unr_pdl,6.56,2.72,0.15,exact
TSLA,2024-07-16,2024-07-16,256.69,245.23,271.0,237,,,2024-07-19,245.11,stop,3,-1.01,-2744.67,unr_pdl,5.18,2.96,0.42,exact
CLSK,2024-07-19,2024-07-19,17.85,16.92,18.42,2820,,,2024-07-23,17.44,trail_ema,2,-0.44,-1149.56,unr_ema8,8.18,1.55,0.25,exact
TSLA,2024-07-22,2024-07-22,251.64,243.13,271.0,308,,,2024-07-23,246.26,trail_ema,1,-0.63,-1656.71,unr_ema8,5.38,5.53,0.33,exact
LCID,2024-07-22,2024-07-22,35.92,34.77,43.2,2287,,,2024-07-23,34.76,stop,1,-1.02,-2657.98,unr_ema8,7.97,8.6,0.1,exact
GME,2024-07-22,2024-07-22,25.23,24.3,26.66,2008,,,2024-07-23,25.49,trail_ema,1,0.27,511.32,unr_pdl,6.74,3.28,0.22,exact
COIN,2024-07-26,2024-07-26,243.05,236.88,248.86,415,,,2024-07-29,236.76,stop,1,-1.02,-2609.52,unr_ema21,5.9,5.56,0.31,exact
CVNA,2024-07-26,2024-07-26,26.58,25.42,27.38,2202,,,2024-07-29,25.41,stop,1,-1.01,-2589.46,unr_ema8,6.32,3.44,0.44,exact
