symbol,signal_date,entry_date,entry,stop,target,shares,partial_date,partial_exit,exit_date,exit,reason,bars_held,R,pnl,setup,adr_pct,rr_planned,chase_adr,resolution
LCID,2024-07-29,2024-07-29,34.62,33.4,43.2,2065,,,2024-08-01,33.39,stop,3,-1.01,-2544.64,unr_ema8,8.39,7.28,0.01,exact
CVNA,2024-07-31,2024-07-31,26.66,25.68,27.38,2571,,,2024-08-05,23.84,stop_gap,3,-2.88,-7253.43,unr_ema8,6.41,6.58,0.46,exact
GEV,2024-08-20,2024-08-20,183.32,180.49,183.09,854,,,2024-08-23,179.95,stop_gap,3,-1.19,-2876.42,unr_ema8,5.07,2.79,0.24,exact
TSLA,2024-08-23,2024-08-23,220.43,213.69,228.22,359,,,2024-08-26,213.59,stop,1,-1.02,-2457.34,unr_ema8,5.07,5.56,0.43,exact
VKTX,2024-08-23,2024-08-23,64.66,62.79,70.96,1141,,,2024-08-27,62.76,stop,2,-1.02,-2173.96,unr_pdl,8.29,13.81,0.28,exact
APP,2024-08-16,2024-08-16,86.39,83.39,85.28,802,,,2024-08-28,87.96,trail_ema,8,0.52,1253.39,unr_pdl,6.14,1.36,0.49,exact
CVNA,2024-08-20,2024-08-20,30.85,30.13,30.8,493,,,2024-08-28,30.85,trail_ema,6,-0.01,-2.39,unr_pdl,6.97,1.12,0.21,exact
POWL,2024-08-21,2024-08-21,57.65,55.29,62.32,3,,,2024-08-28,55.27,stop,5,-1.01,-7.14,unr_pdl,6.97,3.04,0.17,exact
VST,2024-08-27,2024-08-27,83.6,82.2,94.83,1692,,,2024-08-28,82.16,stop,1,-1.03,-2442.0,unr_pdl,5.22,12.36,0.11,exact
MRVL,2024-08-27,2024-08-27,69.39,66.54,75.3,108,,,2024-08-28,68.05,trail_ema,1,-0.47,-143.87,unr_pdl,5.15,4.18,0.35,exact
RDDT,2024-08-27,2024-08-27,59.03,56.37,64.64,1,,,2024-08-28,56.35,stop,1,-1.01,-2.68,unr_pdl,6.16,6.28,0.45,exact
VKTX,2024-08-29,2024-08-29,62.68,61.04,69.99,1533,,,2024-08-30,61.01,stop,1,-1.02,-2565.94,unr_ema8,7.56,5.06,0.03,exact
LCID,2024-08-28,2024-08-28,39.42,38.17,43.2,1851,,,2024-09-03,38.15,stop,3,-1.02,-2357.59,unr_pdl,8.25,20.43,0.37,exact
MRVL,2024-09-04,2024-09-04,70.54,68.04,72.21,977,,,2024-09-05,69.49,trail_ema,1,-0.42,-1020.93,unr_pdl,5.0,2.66,0.41,exact
AFRM,2024-08-28,2024-08-28,31.6,30.38,34.3,1909,,,2024-09-10,37.25,trail_ema,8,4.65,10796.49,unr_pdl,6.1,2.5,0.05,exact
RDDT,2024-09-13,2024-09-13,59.12,57.9,60.41,1939,,,2024-09-16,57.87,stop,1,-1.02,-2428.16,unr_ema8,5.14,3.01,0.2,exact
VKTX,2024-09-18,2024-09-18,64.48,62.42,69.99,3,,,2024-09-23,64.98,trail_ema,3,0.24,1.49,unr_ema8,6.64,20.41,0.42,exact
AFRM,2024-09-18,2024-09-18,44.3,43.12,44.99,416,,,2024-09-24,43.1,stop,4,-1.02,-501.11,unr_pdl,7.03,8.31,0.37,exact
CRDO,2024-09-24,2024-09-24,29.89,28.66,36.8,600,,,2024-10-01,29.95,trail_ema,5,0.04,30.05,unr_pdl,6.34,15.34,0.41,exact
TLN,2024-10-01,2024-10-01,179.1,173.21,197.61,100,,,2024-10-02,175.84,trail_ema,1,-0.55,-325.75,unr_pdl,5.34,7.74,0.35,exact
ALAB,2024-10-02,2024-10-02,50.57,48.97,55.5,349,,,2024-10-03,48.94,stop,1,-1.02,-566.38,unr_pdl,5.23,3.5,0.05,exact
UPST,2024-10-02,2024-10-02,38.96,37.28,41.49,4,,,2024-10-03,38.92,trail_ema,1,-0.02,-0.16,unr_pdl,7.46,10.26,0.48,exact
VRT,2024-09-16,2024-09-16,86.82,83.35,92.12,676,,,2024-10-07,106.45,time_stop,15,5.65,13266.87,unr_pdl,5.15,3.74,0.4,exact
POWL,2024-09-16,2024-09-16,56.38,54.93,62.32,1625,,,2024-10-07,81.45,time_stop,15,17.36,40735.82,unr_pdl,5.21,11.28,0.29,exact
RDDT,2024-09-16,2024-09-16,59.18,57.07,60.41,1113,,,2024-10-07,70.4,time_stop,15,5.33,12493.65,unr_pdl,5.28,2.45,0.38,exact
TLN,2024-10-03,2024-10-03,182.29,177.15,197.61,1,,,2024-10-07,177.06,stop,2,-1.02,-5.23,unr_ema8,5.05,9.55,0.37,exact
LI,2024-10-11,2024-10-11,27.06,25.98,31.04,2821,,,2024-10-14,26.61,trail_ema,1,-0.42,-1288.73,unr_pdl,5.37,8.58,0.4,exact
FUTU,2024-10-11,2024-10-11,106.8,99.38,125.48,410,,,2024-10-14,102.21,trail_ema,1,-0.62,-1883.91,unr_ema8,8.45,2.97,0.1,exact
VST,2024-10-11,2024-10-11,124.12,113.04,142.46,275,,,2024-10-17,125.96,trail_ema,4,0.17,504.78,unr_pdl,6.07,2.37,0.34,exact
VKTX,2024-10-11,2024-10-11,65.87,62.29,68.74,851,,,2024-10-17,64.58,trail_ema,4,-0.36,-1097.98,unr_ema8,5.73,2.52,0.48,exact
AFRM,2024-10-16,2024-10-16,47.99,46.68,47.98,2306,,,2024-10-17,46.66,stop,1,-1.02,-3080.23,unr_pdl,5.64,1.37,0.31,exact
AFRM,2024-10-18,2024-10-18,44.56,42.4,44.99,1380,,,2024-10-21,43.63,trail_ema,1,-0.43,-1289.05,unr_pdl,5.77,1.07,0.37,exact
VKTX,2024-10-18,2024-10-18,65.83,64.26,67.67,1894,,,2024-10-21,64.23,stop,1,-1.02,-3044.57,unr_pdl,5.18,10.1,0.38,exact
VST,2024-10-21,2024-10-21,129.17,126.19,142.46,990,,,2024-10-22,126.13,stop,1,-1.02,-3005.65,unr_ema8,6.02,7.06,0.12,exact
UPST,2024-10-03,2024-10-03,38.96,37.33,41.49,2,,,2024-10-23,49.73,trail_ema,14,6.59,21.53,unr_ema21,7.38,2.81,0.2,exact
ALAB,2024-10-21,2024-10-21,67.21,65.49,70.74,1704,,,2024-10-23,65.45,stop,2,-1.02,-2999.36,unr_pdl,5.39,6.68,0.33,exact
AFRM,2024-10-22,2024-10-22,44.01,42.81,44.99,2441,,,2024-10-23,42.79,stop,1,-1.02,-2986.64,unr_pdl,5.73,2.57,0.24,exact
SMMT,2024-10-22,2024-10-22,20.6,20.12,24.56,2244,,,2024-10-23,20.11,stop,1,-1.02,-1106.66,unr_pdl,8.32,13.67,0.1,exact
MSTR,2024-10-03,2024-10-03,163.49,157.35,179.6,104,,,2024-10-24,235.77,time_stop,15,11.78,7517.16,unr_pdl,6.7,11.32,0.46,exact
UPST,2024-10-28,2024-10-28,52.01,50.64,57.4,2109,,,2024-10-29,50.61,stop,1,-1.02,-2943.21,unr_ema8,7.15,16.21,0.29,exact
SMMT,2024-10-29,2024-10-29,21.84,21.03,24.56,3597,,,2024-10-30,20.99,stop_gap,1,-1.06,-3062.54,unr_pdl,7.67,14.63,0.38,exact
CRDO,2024-10-24,2024-10-24,39.03,37.92,40.37,2577,,,2024-10-31,37.9,stop,5,-1.02,-2909.8,unr_ema8,5.26,6.92,0.43,exact
AFRM,2024-10-31,2024-10-31,43.87,42.65,47.98,2275,,,2024-11-01,42.63,stop,1,-1.02,-2820.49,unr_ema8,5.97,5.88,0.17,exact
VKTX,2024-10-31,2024-10-31,72.58,70.37,72.36,1254,,,2024-11-04,70.33,stop,2,-1.02,-2816.04,unr_ema8,6.21,1.43,0.33,exact
CRDO,2024-11-04,2024-11-04,40.09,39.14,40.37,2865,,,2024-11-14,41.88,trail_ema,8,1.89,5125.53,unr_ema8,5.29,1.71,0.24,exact
HOOD,2024-11-14,2024-11-14,32.24,31.52,34.32,4408,,,2024-11-15,31.51,stop,1,-1.02,-3216.33,unr_pdl,5.11,8.3,0.28,exact
ELF,2024-11-14,2024-11-14,123.17,120.58,134.56,229,,,2024-11-18,117.94,stop_gap,2,-2.02,-1197.8,unr_pdl,5.37,7.76,0.16,exact
ELF,2024-11-18,2024-11-18,122.72,114.84,134.56,120,,,2024-11-20,114.78,stop,2,-1.01,-953.19,unr_pdl,5.65,2.3,0.29,exact
CRDO,2024-11-19,2024-11-19,43.96,40.01,48.94,5,,,2024-11-20,42.95,trail_ema,1,-0.26,-5.07,unr_ema8,5.52,2.01,0.43,exact
HUT,2024-11-05,2024-11-05,16.75,15.91,18.39,3319,,,2024-11-21,23.47,trail_ema,12,8.06,22303.31,unr_ema8,9.2,11.32,0.48,exact
COIN,2024-11-20,2024-11-20,320.17,302.73,334.86,43,,,2024-11-21,302.58,stop,1,-1.01,-756.26,unr_pdl,8.6,1.52,0.21,exact
UPST,2024-11-05,2024-11-05,50.63,47.86,54.47,999,,,2024-11-26,78.47,time_stop,15,10.06,27817.6,unr_ema8,7.1,2.67,0.27,exact
RDDT,2024-11-18,2024-11-18,129.48,124.34,139.04,617,,,2024-11-26,135.54,trail_ema,6,1.18,3737.47,unr_ema8,5.76,5.23,0.43,exact
COIN,2024-11-22,2024-11-22,304.79,289.63,334.86,11,,,2024-11-26,289.48,stop,2,-1.01,-168.4,unr_ema8,9.18,2.72,0.12,exact
ALAB,2024-11-18,2024-11-18,90.43,86.41,100.09,789,,,2024-11-27,99.55,trail_ema,7,2.27,7199.63,unr_ema8,6.55,4.58,0.29,exact
COIN,2024-11-27,2024-11-27,311.14,294.09,334.86,195,,,2024-11-29,296.05,trail_ema,1,-0.88,-2941.3,unr_ema8,9.68,3.22,0.28,exact
TLN,2024-11-26,2024-11-26,216.5,208.26,217.79,409,,,2024-12-02,208.16,stop,3,-1.01,-3411.56,unr_ema8,6.75,2.27,0.4,exact
TGTX,2024-11-20,2024-11-20,31.17,29.81,36.5,7,,,2024-12-03,33.37,trail_ema,8,1.62,15.45,unr_ema8,7.59,15.25,0.45,exact
GME,2024-12-03,2024-12-03,27.45,26.4,29.8,1,,,2024-12-04,27.02,trail_ema,1,-0.41,-0.44,unr_pdl,7.09,8.64,0.37,exact
COIN,2024-12-03,2024-12-03,309.5,295.38,334.86,3,,,2024-12-09,310.36,trail_ema,4,0.06,2.58,unr_pdl,9.15,8.58,0.39,exact
GME,2024-12-06,2024-12-06,29.07,28.01,29.8,1,,,2024-12-09,27.99,stop,1,-1.01,-1.08,unr_ema8,7.84,4.04,0.34,exact
UPST,2024-12-09,2024-12-09,76.43,74.09,81.97,12,,,2024-12-10,74.05,stop,1,-1.02,-28.51,unr_ema8,7.42,8.78,0.29,exact
AI,2024-12-03,2024-12-03,36.77,35.29,39.88,7,,,2024-12-11,38.16,trail_ema,6,0.94,9.75,unr_pdl,6.55,5.37,0.37,exact
ELF,2024-11-21,2024-11-21,122.53,117.73,134.56,713,,,2024-12-12,131.44,trail_ema,14,1.86,6354.97,unr_ema8,6.58,3.78,0.17,exact
AFRM,2024-12-11,2024-12-11,69.96,67.07,72.82,17,,,2024-12-12,68.74,trail_ema,1,-0.43,-20.9,unr_ema8,6.29,2.29,0.28,exact
AFRM,2024-12-13,2024-12-13,70.74,67.58,72.82,1241,,,2024-12-17,67.55,stop,2,-1.01,-3957.4,unr_ema8,6.22,2.18,0.37,exact
ELF,2024-12-16,2024-12-16,140.34,135.64,147.33,50,,,2024-12-17,135.58,stop,1,-1.01,-238.2,unr_ema8,5.95,8.39,0.46,exact
ALAB,2024-11-29,2024-11-29,103.3,100.3,113.85,1107,,,2024-12-18,122.41,trail_ema,13,6.36,21151.61,unr_ema8,7.57,26.16,0.36,exact
RDDT,2024-12-02,2024-12-02,141.71,138.33,158.49,597,,,2024-12-18,160.57,trail_ema,12,5.58,11258.73,unr_pdl,6.56,9.44,0.16,exact
HOOD,2024-12-17,2024-12-17,41.65,40.22,42.76,2156,,,2024-12-18,40.2,stop,1,-1.01,-3128.67,unr_pdl,6.47,7.19,0.46,exact
PLTR,2024-12-17,2024-12-17,74.43,71.5,80.91,12,,,2024-12-18,71.47,stop,1,-1.01,-35.52,unr_ema8,5.85,3.73,0.23,exact
TSLA,2024-11-29,2024-11-29,345.33,333.82,348.55,109,,,2024-12-20,420.85,trail_ema,15,6.56,8231.34,unr_ema8,5.31,2.65,0.44,exact
CRDO,2024-12-23,2024-12-23,68.95,67.3,75.32,2218,,,2024-12-27,69.26,trail_ema,3,0.18,667.39,unr_ema8,7.89,4.45,0.03,exact
APP,2024-12-23,2024-12-23,344.99,330.29,344.77,249,,,2024-12-27,330.12,stop,3,-1.01,-3702.55,unr_ema8,7.61,1.88,0.38,exact
HOOD,2024-12-26,2024-12-26,40.4,38.67,39.74,237,,,2024-12-27,38.65,stop,1,-1.01,-413.91,unr_ema8,6.79,1.31,0.49,exact
RDDT,2024-12-20,2024-12-20,170.8,158.2,180.36,289,,,2024-12-30,165.45,trail_ema,5,-0.42,-1545.61,unr_ema8,7.5,1.86,0.42,exact
GME,2024-12-20,2024-12-20,29.83,28.21,29.8,2242,,,2025-01-02,30.64,trail_ema,7,0.5,1815.48,unr_pdl,7.3,1.6,0.49,exact
APP,2025-01-03,2025-01-03,350.83,335.53,344.77,236,,,2025-01-07,335.36,stop,2,-1.01,-3650.1,unr_ema8,7.27,1.43,0.47,exact
CRDO,2025-01-03,2025-01-03,72.43,69.15,74.2,1104,,,2025-01-13,69.12,stop,5,-1.01,-3652.51,unr_ema8,7.05,3.85,0.46,exact
TSLA,2025-01-21,2025-01-21,424.28,405.15,465.33,185,,,2025-01-22,414.9,trail_ema,1,-0.49,-1735.23,unr_pdl,5.73,3.12,0.19,exact
HUT,2025-01-22,2025-01-22,25.87,24.62,27.2,2820,,,2025-01-23,25.42,trail_ema,1,-0.36,-1284.92,unr_pdl,8.41,3.24,0.32,exact
POWL,2025-01-24,2025-01-24,96.45,93.58,100.12,1224,,,2025-01-27,86.81,stop_gap,1,-3.36,-11798.37,unr_pdl,5.44,2.45,0.21,exact
RKLB,2025-01-27,2025-01-27,29.44,28.36,30.26,3136,,,2025-01-28,28.35,stop,1,-1.01,-3439.12,unr_ema8,9.05,3.1,0.26,exact
CVNA,2025-01-27,2025-01-27,48.45,46.69,51.7,1921,,,2025-01-28,46.66,stop,1,-1.01,-3438.69,unr_pdl,5.83,3.35,0.25,exact
COIN,2025-01-28,2025-01-28,281.96,275.22,293.6,493,,,2025-02-03,272.84,stop_gap,4,-1.35,-4494.88,unr_ema21,5.89,2.01,0.03,exact
ARM,2025-02-03,2025-02-03,155.73,151.62,156.4,799,,,2025-02-10,160.76,trail_ema,5,1.23,4020.37,unr_pdl,5.15,1.48,0.28,exact
TGTX,2025-02-03,2025-02-03,31.5,30.51,33.55,3330,,,2025-02-10,32.23,trail_ema,5,0.75,2457.99,unr_ema21,5.38,3.93,0.22,exact
TLN,2025-02-11,2025-02-11,234.07,228.54,258.03,615,,,2025-02-12,226.89,stop_gap,1,-1.3,-4415.99,unr_ema8,5.24,4.62,0.01,exact
RDDT,2025-02-13,2025-02-13,205.05,195.42,230.41,348,,,2025-02-14,195.32,stop,1,-1.01,-3387.52,unr_ema21,5.87,5.04,0.33,exact
ARM,2025-02-14,2025-02-14,159.62,155.7,173.95,858,,,2025-02-18,155.62,stop,1,-1.02,-3432.81,unr_ema21,5.47,12.85,0.3,exact
LEU,2025-02-18,2025-02-18,111.72,107.66,122.95,832,,,2025-02-19,107.61,stop,1,-1.01,-3416.7,unr_ema8,9.29,12.21,0.34,exact
ARM,2025-02-18,2025-02-18,160.4,155.22,173.95,269,,,2025-02-19,155.14,stop,1,-1.01,-1413.67,unr_pdl,5.51,19.87,0.49,exact
CVNA,2025-02-03,2025-02-03,50.35,48.08,51.7,1444,,,2025-02-20,48.06,stop,12,-1.01,-3314.15,unr_pdl,5.36,2.15,0.49,exact
TLN,2025-02-13,2025-02-13,240.5,233.41,244.93,474,,,2025-02-20,236.31,trail_ema,4,-0.59,-1985.31,unr_ema8,5.33,3.99,0.4,exact
APP,2025-02-19,2025-02-19,494.42,479.88,525.15,227,,,2025-02-20,479.64,stop,1,-1.02,-3355.05,unr_pdl,6.36,4.58,0.25,exact
HOOD,2025-05-02,2025-05-02,48.61,46.53,49.88,1485,,,2025-05-05,46.51,stop,1,-1.01,-3131.59,unr_ema8,9.46,3.14,0.35,exact
NVDA,2025-05-05,2025-05-05,113.85,112.34,115.07,2029,,,2025-05-06,111.4,stop_gap,1,-1.62,-4975.22,unr_pdl,5.94,1.72,0.08,exact
ALAB,2025-05-05,2025-05-05,72.19,70.42,73.6,287,,,2025-05-06,69.5,stop_gap,1,-1.52,-770.84,unr_pdl,7.94,5.32,0.28,exact
VRT,2025-05-05,2025-05-05,94.74,92.54,94.06,2,,,2025-05-06,91.76,stop_gap,1,-1.35,-5.96,unr_pdl,8.07,3.68,0.33,exact
ARM,2025-05-06,2025-05-06,122.5,117.7,123.7,627,,,2025-05-08,117.64,stop,2,-1.01,-3049.4,unr_pdl,6.17,1.14,0.32,exact
VKTX,2025-05-12,2025-05-12,28.31,27.59,30.28,2,,,2025-05-13,27.58,stop,1,-1.02,-1.47,unr_ema8,7.12,11.48,0.28,exact
VKTX,2025-05-13,2025-05-13,27.75,26.73,30.28,2,,,2025-05-14,26.71,stop,1,-1.01,-2.07,unr_pdl,6.65,2.73,0.03,exact
ASTS,2025-05-16,2025-05-16,26.67,25.65,27.57,2,,,2025-05-19,25.64,stop,1,-1.01,-2.06,unr_ema8,7.24,3.57,0.34,exact
IONQ,2025-05-06,2025-05-06,29.43,27.85,31.85,1909,,,2025-05-21,33.52,trail_ema,11,2.59,7804.99,unr_ema8,9.27,3.59,0.3,exact
PLTR,2025-05-09,2025-05-09,117.36,114.61,125.25,622,,,2025-05-21,120.52,trail_ema,8,1.15,1966.18,unr_ema8,5.69,14.2,0.34,exact
VKTX,2025-05-20,2025-05-20,28.68,27.21,28.98,2,,,2025-05-21,27.2,stop,1,-1.01,-2.98,unr_ema8,6.09,1.63,0.49,exact
FSLR,2025-05-22,2025-05-22,156.43,152.28,198.87,366,,,2025-05-23,158.3,trail_ema,1,0.45,685.38,unr_ema21,5.95,20.58,0.22,exact
HOOD,2025-05-05,2025-05-05,48.07,45.38,49.88,1140,,,2025-05-27,65.99,time_stop,15,6.66,20420.78,unr_pdl,9.03,2.39,0.38,exact
NVDA,2025-05-06,2025-05-06,113.57,110.53,115.07,991,,,2025-05-28,134.71,time_stop,15,6.95,20950.57,unr_pdl,5.24,1.16,0.16,exact
CRDO,2025-05-06,2025-05-06,47.69,45.51,49.2,13,,,2025-05-28,62.68,time_stop,15,6.85,194.8,unr_pdl,7.5,1.23,0.18,exact
TEM,2025-05-22,2025-05-22,59.28,56.75,71.97,1369,,,2025-05-28,56.72,stop,3,-1.01,-3498.44,unr_pdl,9.1,13.53,0.28,exact
SMCI,2025-05-28,2025-05-28,41.98,40.83,47.8,3064,,,2025-05-29,41.13,trail_ema,1,-0.74,-2609.16,unr_ema8,6.56,11.18,0.23,exact
FSLR,2025-05-28,2025-05-28,156.53,153.44,198.87,1007,,,2025-05-29,155.87,trail_ema,1,-0.21,-660.79,unr_ema21,5.77,27.63,0.16,exact
ALAB,2025-05-09,2025-05-09,71.24,69.08,73.6,10,,,2025-05-30,90.67,trail_ema,14,9.02,194.39,unr_pdl,5.79,4.99,0.38,exact
SMMT,2025-05-28,2025-05-28,26.05,24.98,26.23,64,,,2025-05-30,21.19,stop_gap,2,-4.54,-311.27,unr_pdl,7.42,1.23,0.28,exact
AFRM,2025-05-30,2025-05-30,51.93,50.69,52.99,2830,,,2025-06-02,50.67,stop,1,-1.02,-3563.42,unr_pdl,5.14,2.49,0.22,exact
FSLR,2025-05-30,2025-05-30,158.16,153.77,198.87,74,,,2025-06-02,153.69,stop,1,-1.02,-330.73,unr_ema21,5.66,26.99,0.31,exact
NBIS,2025-06-02,2025-06-02,36.04,34.6,41.45,1348,,,2025-06-03,37.25,trail_ema,1,0.84,1635.6,unr_pdl,7.07,3.86,0.0,exact
SMCI,2025-05-30,2025-05-30,40.04,38.93,47.8,3156,,,2025-06-05,40.75,trail_ema,4,0.64,2239.51,unr_ema21,6.18,15.73,0.24,exact
RKLB,2025-06-02,2025-06-02,26.61,25.73,30.78,3980,,,2025-06-05,25.72,stop,3,-1.01,-3556.11,unr_pdl,6.48,15.98,0.37,exact
APP,2025-05-23,2025-05-23,354.47,339.34,380.7,163,,,2025-06-09,383.41,trail_ema,10,1.91,4717.39,unr_pdl,5.41,2.6,0.2,exact
FSLR,2025-06-05,2025-06-05,163.92,157.28,198.87,525,,,2025-06-09,160.08,trail_ema,2,-0.58,-2017.05,unr_ema8,6.09,19.57,0.47,exact
CRDO,2025-06-06,2025-06-06,73.0,71.04,80.99,4,,,2025-06-09,71.0,stop,1,-1.02,-7.98,unr_pdl,6.21,6.58,0.16,exact
RKLB,2025-06-05,2025-06-05,26.46,25.44,30.78,3404,,,2025-06-10,27.16,trail_ema,3,0.68,2359.62,unr_pdl,6.79,6.4,0.18,exact
APP,2025-06-10,2025-06-10,383.8,373.72,428.99,327,,,2025-06-11,383.24,trail_ema,1,-0.06,-184.27,unr_pdl,5.21,5.05,0.04,exact
RDDT,2025-06-10,2025-06-10,117.15,114.93,126.1,11,,,2025-06-11,114.87,stop,1,-1.03,-25.05,unr_pdl,6.16,6.7,0.11,exact
RKLB,2025-06-11,2025-06-11,27.37,26.79,30.78,4578,,,2025-06-12,26.78,stop,1,-1.02,-2716.55,unr_pdl,7.49,18.32,0.19,exact
SMCI,2025-06-09,2025-06-09,43.14,41.76,43.97,2607,,,2025-06-13,41.74,stop,4,-1.02,-3665.8,unr_ema8,6.15,6.18,0.43,exact
HIMS,2025-06-11,2025-06-11,57.59,53.38,65.89,1,,,2025-06-13,55.45,trail_ema,2,-0.51,-2.14,unr_ema8,8.99,4.15,0.36,exact
NBIS,2025-06-12,2025-06-12,50.31,48.66,55.04,2120,,,2025-06-13,48.62,stop_gap,1,-1.03,-3581.66,unr_pdl,8.07,4.45,0.14,exact
ALAB,2025-06-16,2025-06-16,95.35,91.16,98.24,825,,,2025-06-17,92.86,trail_ema,1,-0.59,-2049.39,unr_ema8,5.21,2.75,0.48,exact
TEM,2025-06-13,2025-06-13,71.32,68.08,71.97,1057,,,2025-06-18,68.04,stop,3,-1.01,-3458.27,unr_pdl,9.21,4.04,0.45,exact
TEM,2025-06-18,2025-06-18,69.13,66.35,71.97,216,,,2025-06-20,68.28,trail_ema,1,-0.31,-185.48,unr_pdl,8.98,1.27,0.05,exact
HIMS,2025-06-17,2025-06-17,59.27,56.27,65.89,1152,,,2025-06-23,48.14,stop_gap,3,-3.72,-12826.02,unr_ema8,8.37,7.89,0.42,exact
NBIS,2025-06-23,2025-06-23,47.5,44.86,55.04,1330,,,2025-06-25,48.5,trail_ema,2,0.37,1319.36,unr_pdl,7.68,4.03,0.18,exact
CRSP,2025-06-05,2025-06-05,38.59,36.93,39.38,2102,,,2025-06-27,47.47,time_stop,15,5.35,18659.4,unr_pdl,5.04,1.4,0.34,exact
PLTR,2025-06-06,2025-06-06,127.78,121.61,133.49,189,,,2025-06-27,130.67,trail_ema,14,0.47,546.36,unr_ema8,5.0,1.26,0.14,exact
CRDO,2025-06-11,2025-06-11,71.68,68.44,80.99,17,,,2025-07-01,87.55,trail_ema,13,4.91,269.8,unr_ema8,6.1,7.6,0.44,exact
IONQ,2025-06-26,2025-06-26,41.14,38.85,44.05,1554,,,2025-07-01,40.08,trail_ema,3,-0.46,-1648.19,unr_ema8,8.2,3.99,0.39,exact
LEU,2025-06-30,2025-06-30,183.27,162.59,211.31,181,,,2025-07-01,168.63,trail_ema,1,-0.71,-2650.91,unr_ema8,9.21,2.26,0.39,exact
ASTS,2025-07-02,2025-07-02,45.73,43.68,54.05,1852,,,2025-07-03,45.58,trail_ema,1,-0.08,-288.27,unr_pdl,9.09,14.21,0.38,exact
NBIS,2025-07-02,2025-07-02,49.99,48.69,55.04,1,,,2025-07-03,50.22,trail_ema,1,0.18,0.23,unr_pdl,8.27,4.89,0.05,exact
RDDT,2025-06-12,2025-06-12,116.26,110.54,121.98,135,,,2025-07-07,153.29,time_stop,15,6.47,4999.75,unr_pdl,5.82,1.92,0.28,exact
SMCI,2025-06-24,2025-06-24,42.86,40.96,43.97,167,,,2025-07-07,47.09,trail_ema,8,2.22,705.58,unr_ema21,5.05,1.42,0.31,exact
ASTS,2025-07-07,2025-07-07,45.71,43.86,54.05,2111,,,2025-07-08,45.44,trail_ema,1,-0.15,-581.74,unr_pdl,8.39,6.16,0.12,exact
UPST,2025-06-17,2025-06-17,53.43,52.13,52.93,1231,,,2025-07-10,78.99,time_stop,15,19.73,31469.02,unr_pdl,5.21,4.36,0.43,exact
RDDT,2025-07-09,2025-07-09,145.72,140.88,164.55,168,,,2025-07-10,142.93,trail_ema,1,-0.58,-469.45,unr_pdl,6.15,4.48,0.05,exact
FSLR,2025-07-09,2025-07-09,166.07,162.77,179.5,2,,,2025-07-10,165.01,trail_ema,1,-0.32,-2.13,unr_pdl,5.37,6.03,0.1,exact
RKLB,2025-06-18,2025-06-18,27.86,26.14,30.78,2063,,,2025-07-11,39.01,time_stop,15,6.46,22995.35,unr_ema8,6.96,4.58,0.48,exact
NNE,2025-07-10,2025-07-10,35.04,34.0,37.23,3436,,,2025-07-11,34.2,trail_ema,1,-0.8,-2867.75,unr_ema8,9.08,8.12,0.22,exact
IONQ,2025-07-14,2025-07-14,42.43,41.23,42.81,2838,,,2025-07-15,41.21,stop,1,-1.02,-3468.55,unr_pdl,7.26,1.92,0.22,exact
SMMT,2025-07-14,2025-07-14,25.41,24.56,25.94,48,,,2025-07-15,24.55,stop,1,-1.01,-41.38,unr_pdl,6.36,5.98,0.48,exact
HIMS,2025-07-16,2025-07-16,51.88,49.22,51.99,64,,,2025-07-17,49.97,trail_ema,1,-0.72,-122.3,unr_pdl,7.74,1.82,0.45,exact
CRDO,2025-07-02,2025-07-02,89.41,84.78,95.71,11,,,2025-07-18,93.42,trail_ema,11,0.86,44.09,unr_ema8,6.17,1.52,0.05,exact
HUT,2025-07-18,2025-07-18,21.63,20.84,23.56,50,,,2025-07-21,21.33,trail_ema,1,-0.38,-15.07,unr_pdl,7.04,3.26,0.1,exact
LEU,2025-07-09,2025-07-09,179.46,171.32,211.31,488,,,2025-07-22,215.72,trail_ema,9,4.45,17696.05,unr_ema8,8.96,5.7,0.14,exact
IONQ,2025-07-17,2025-07-17,44.86,42.98,44.05,70,,,2025-07-22,42.96,stop,3,-1.01,-133.51,unr_ema8,7.05,1.06,0.47,exact
KTOS,2025-07-02,2025-07-02,43.3,41.76,46.52,2321,,,2025-07-24,58.63,time_stop,15,9.92,35578.68,unr_pdl,5.56,4.27,0.27,exact
HUT,2025-07-22,2025-07-22,21.41,20.31,23.56,4197,,,2025-07-24,21.13,trail_ema,2,-0.26,-1180.49,unr_pdl,7.01,2.65,0.15,exact
ASTS,2025-07-11,2025-07-11,45.6,43.13,54.05,1701,,,2025-07-25,54.31,trail_ema,10,3.52,14807.27,unr_ema8,8.4,4.51,0.13,exact
IREN,2025-07-15,2025-07-15,16.89,16.26,18.54,6796,,,2025-07-25,17.71,trail_ema,8,1.3,5591.07,unr_pdl,9.3,3.92,0.12,exact
NBIS,2025-07-24,2025-07-24,52.19,50.86,55.04,3564,,,2025-07-25,51.34,trail_ema,1,-0.63,-3000.05,unr_ema8,6.62,3.83,0.13,exact
RKLB,2025-07-22,2025-07-22,46.9,44.31,53.44,4,,,2025-07-28,45.09,trail_ema,4,-0.7,-7.26,unr_pdl,7.82,2.59,0.01,exact
LCID,2025-07-25,2025-07-25,29.21,28.51,33.7,6499,,,2025-07-28,28.49,stop,1,-1.02,-4676.72,unr_pdl,7.21,7.79,0.06,exact
