symbol,signal_date,entry_date,entry,stop,target,shares,partial_date,partial_exit,exit_date,exit,reason,bars_held,R,pnl,setup,adr_pct,rr_planned,chase_adr,resolution
XPEV,2021-11-23,2021-11-23,51.33,47.37,49.49,7,,,2021-12-01,51.11,trail_ema,5,-0.05,-1.48,unr_ema8,5.51,1.28,1.18,exact
RIOT,2021-11-29,2021-11-29,37.39,33.48,46.28,419,,,2021-12-01,35.58,trail_ema,2,-0.46,-756.92,unr_pdl,10.88,13.74,0.81,exact
RBLX,2021-11-29,2021-11-29,129.42,120.58,141.6,1,,,2021-12-01,120.52,stop,2,-1.01,-8.9,unr_ema8,8.94,21.33,0.84,exact
NVDA,2021-11-30,2021-11-30,32.62,31.72,32.24,1627,,,2021-12-01,31.7,stop,1,-1.02,-1500.26,unr_pdl,5.37,1.09,0.4,exact
LI,2021-11-26,2021-11-26,32.42,30.81,32.96,987,,,2021-12-03,30.8,stop,5,-1.01,-1598.12,unr_pdl,5.07,4.27,0.76,exact
NVDA,2021-12-02,2021-12-02,32.08,30.88,32.24,1294,,,2021-12-03,30.86,stop,1,-1.01,-1571.91,unr_pdl,5.64,2.11,0.44,exact
AMD,2021-12-02,2021-12-02,150.76,146.08,155.65,332,,,2021-12-03,146.01,stop,1,-1.02,-1575.76,unr_pdl,5.35,2.37,0.23,exact
ENVX,2021-12-02,2021-12-02,33.73,32.25,34.8,885,,,2021-12-03,32.23,stop,1,-1.01,-1324.72,unr_pdl,9.75,4.4,0.32,exact
NVDA,2021-12-08,2021-12-08,31.78,31.28,32.24,2969,,,2021-12-09,31.27,stop,1,-1.03,-1522.95,unr_ema8,5.08,2.41,0.13,exact
RBLX,2021-12-08,2021-12-08,124.84,113.28,137.71,127,,,2021-12-09,116.24,trail_ema,1,-0.74,-1092.27,unr_pdl,10.29,12.4,0.84,exact
SNOW,2021-12-15,2021-12-15,360.52,343.9,375.0,87,,,2021-12-16,343.73,stop,1,-1.01,-1460.6,unr_ema8,6.42,1.24,0.12,exact
IONS,2021-12-17,2021-12-17,32.48,29.52,32.5,485,,,2021-12-27,31.17,trail_ema,5,-0.44,-631.38,unr_pdl,5.85,8.83,1.58,exact
NVDA,2021-12-29,2021-12-29,29.96,29.23,31.1,1959,,,2021-12-30,29.51,trail_ema,1,-0.61,-869.62,unr_ema8,5.57,2.62,0.12,exact
TSLA,2021-12-29,2021-12-29,362.24,353.82,390.95,138,,,2021-12-30,353.6,stop_gap,1,-1.03,-1192.95,unr_pdl,5.47,5.56,0.14,exact
TTD,2021-12-30,2021-12-30,94.32,91.56,98.6,510,,,2021-12-31,91.59,trail_ema,1,-0.99,-1388.71,unr_ema8,5.55,2.1,0.09,exact
DDOG,2021-12-29,2021-12-29,179.8,172.14,185.95,186,,,2022-01-03,172.05,stop,3,-1.01,-1441.42,unr_pdl,6.99,2.33,0.3,exact
APP,2021-12-30,2021-12-30,94.04,90.24,96.98,370,,,2022-01-04,90.19,stop,3,-1.01,-1422.08,unr_ema8,6.71,2.02,0.26,exact
LI,2022-01-03,2022-01-03,32.36,31.26,32.86,1291,,,2022-01-04,31.25,stop,1,-1.01,-1430.96,unr_pdl,5.87,5.72,0.48,exact
TSLA,2021-12-30,2021-12-30,356.96,350.19,390.95,68,,,2022-01-05,362.53,trail_ema,4,0.82,378.55,unr_pdl,5.3,8.0,0.12,exact
XPEV,2021-12-30,2021-12-30,48.92,43.85,50.4,5,,,2022-01-05,46.09,trail_ema,4,-0.56,-14.19,unr_ema8,7.35,2.54,1.01,exact
TSLA,2022-01-06,2022-01-06,355.08,339.26,373.0,85,,,2022-01-07,339.09,stop,1,-1.01,-1358.54,unr_ema21,5.4,1.31,0.06,exact
XPEV,2022-01-06,2022-01-06,46.68,45.13,50.4,870,,,2022-01-07,45.1,stop,1,-1.01,-1373.8,unr_pdl,6.09,5.18,0.26,exact
TSLA,2022-01-10,2022-01-10,352.88,325.72,373.0,48,,,2022-01-11,354.62,trail_ema,1,0.06,83.5,unr_pdl,5.66,3.32,0.85,exact
TSLA,2022-01-11,2022-01-11,354.98,345.34,373.0,137,,,2022-01-13,345.17,stop,2,-1.02,-1343.72,unr_ema21,5.56,2.61,0.1,exact
XPEV,2022-01-14,2022-01-14,49.71,47.14,51.5,510,,,2022-01-19,47.12,stop,2,-1.01,-1325.39,unr_ema8,6.44,28.85,0.85,exact
IONS,2022-01-28,2022-01-28,31.7,29.79,32.5,682,,,2022-01-31,28.33,stop_gap,1,-1.77,-2298.35,unr_pdl,5.5,10.64,1.0,exact
IONS,2022-01-31,2022-01-31,31.82,28.16,32.5,349,,,2022-02-03,31.05,trail_ema,3,-0.21,-265.74,unr_pdl,6.05,1.54,1.06,exact
IONS,2022-02-04,2022-02-04,31.52,30.65,32.74,1472,,,2022-02-14,32.57,trail_ema,6,1.22,1557.31,unr_pdl,5.42,7.32,0.37,exact
NVDA,2022-02-15,2022-02-15,26.46,24.66,25.77,749,,,2022-02-17,24.65,stop,2,-1.01,-1354.36,unr_ema8,6.46,1.57,0.9,exact
SNOW,2022-02-16,2022-02-16,304.85,293.17,316.0,116,,,2022-02-17,293.02,stop,1,-1.01,-1372.29,unr_ema8,7.39,7.48,0.45,exact
DDOG,2022-02-08,2022-02-08,151.81,147.69,153.6,314,,,2022-02-18,158.94,trail_ema,8,1.73,2240.27,unr_pdl,7.55,1.07,0.12,exact
TTD,2022-02-16,2022-02-16,80.95,70.76,85.08,133,,,2022-02-22,74.76,trail_ema,3,-0.61,-822.98,unr_pdl,8.68,1.26,0.66,exact
DDOG,2022-02-25,2022-02-25,161.49,154.33,184.7,178,,,2022-03-01,159.89,trail_ema,2,-0.22,-284.92,unr_ema8,7.2,4.48,0.14,exact
DDOG,2022-03-02,2022-03-02,164.56,153.1,184.7,111,,,2022-03-03,153.02,stop,1,-1.01,-1280.86,unr_pdl,6.78,5.21,0.6,exact
UPST,2022-03-02,2022-03-02,157.01,138.77,157.39,69,,,2022-03-04,138.7,stop,2,-1.0,-1263.84,unr_pdl,12.88,2.47,0.87,exact
PLUG,2022-03-10,2022-03-10,25.9,24.66,25.81,1005,,,2022-03-11,24.65,stop,1,-1.01,-1262.83,unr_pdl,8.33,2.95,0.51,exact
CCJ,2022-03-15,2022-03-15,24.77,23.71,27.91,1168,,,2022-03-16,23.7,stop,1,-1.01,-1251.62,unr_ema21,5.86,17.13,0.61,exact
CRSP,2022-03-16,2022-03-16,65.57,60.56,62.31,244,,,2022-03-23,63.54,trail_ema,5,-0.41,-496.43,unr_ema8,7.55,4.83,1.11,exact
UPST,2022-03-22,2022-03-22,127.29,111.19,157.39,80,,,2022-03-24,115.39,trail_ema,2,-0.74,-952.11,unr_pdl,14.3,3.0,0.28,exact
MARA,2022-03-23,2022-03-23,29.26,28.4,31.44,530,,,2022-03-24,28.38,stop,1,-1.02,-467.82,unr_pdl,9.82,6.54,0.2,exact
MRNA,2022-03-22,2022-03-22,186.81,167.55,177.57,14,,,2022-03-25,167.47,stop,3,-1.0,-270.87,unr_pdl,8.8,1.05,1.13,exact
CCJ,2022-03-16,2022-03-16,24.57,23.28,27.91,949,,,2022-03-28,27.79,trail_ema,8,2.49,3057.81,unr_pdl,6.19,8.31,0.55,exact
RUN,2022-03-17,2022-03-17,31.28,28.97,31.9,543,,,2022-03-30,30.94,trail_ema,9,-0.14,-179.79,unr_ema8,9.78,14.45,0.88,exact
RIOT,2022-03-23,2022-03-23,20.85,19.87,20.83,8,,,2022-03-31,21.16,trail_ema,6,0.31,2.47,unr_pdl,9.58,1.82,0.42,exact
MARA,2022-03-24,2022-03-24,30.35,28.21,31.44,601,,,2022-03-31,28.2,stop,5,-1.01,-1291.98,unr_pdl,9.3,9.75,0.82,exact
AMD,2022-03-24,2022-03-24,120.59,113.41,124.61,49,,,2022-03-31,113.36,stop,5,-1.01,-354.52,unr_ema8,5.49,9.11,1.01,exact
MRVL,2022-03-24,2022-03-24,72.58,67.88,73.89,1,,,2022-03-31,70.49,trail_ema,5,-0.44,-2.09,unr_ema8,6.11,5.68,0.97,exact
CCJ,2022-03-29,2022-03-29,27.26,25.83,27.91,14,,,2022-04-04,28.14,trail_ema,4,0.62,12.37,unr_ema21,6.15,2.89,0.57,exact
FSLR,2022-03-16,2022-03-16,77.63,73.8,76.94,320,,,2022-04-05,80.29,trail_ema,14,0.7,851.53,unr_ema8,5.65,1.23,0.61,exact
CRWD,2022-03-17,2022-03-17,51.06,46.46,48.37,272,,,2022-04-05,54.96,trail_ema,13,0.85,1062.02,unr_ema8,7.76,1.43,1.13,exact
DDOG,2022-03-28,2022-03-28,149.42,142.96,166.99,190,,,2022-04-05,146.83,trail_ema,6,-0.4,-493.65,unr_ema8,8.24,8.83,0.36,exact
MARA,2022-04-01,2022-04-01,28.55,27.26,31.44,985,,,2022-04-05,27.25,stop,2,-1.01,-1288.7,unr_pdl,8.76,5.33,0.28,exact
MSTR,2022-04-01,2022-04-01,49.12,47.75,52.28,230,,,2022-04-05,47.73,stop,2,-1.02,-321.3,unr_pdl,6.15,4.58,0.21,exact
MRVL,2022-04-01,2022-04-01,69.93,68.1,75.32,1,,,2022-04-05,68.07,stop,2,-1.02,-1.86,unr_ema21,5.3,4.53,0.14,exact
GME,2022-04-04,2022-04-04,42.7,38.9,49.85,9,,,2022-04-05,38.89,stop,1,-1.01,-34.37,unr_ema8,15.09,8.22,0.58,exact
ONON,2022-04-04,2022-04-04,26.83,25.26,27.98,1,,,2022-04-05,25.25,stop,1,-1.01,-1.58,unr_ema8,7.22,2.29,0.43,exact
PLUG,2022-03-17,2022-03-17,25.67,23.47,25.81,568,,,2022-04-06,28.28,trail_ema,14,1.18,1478.52,unr_ema8,8.47,1.69,0.7,exact
SNAP,2022-04-01,2022-04-01,37.41,36.09,40.65,1,,,2022-04-06,36.07,stop,3,-1.01,-1.34,unr_ema8,6.97,14.3,0.45,exact
DASH,2022-04-06,2022-04-06,113.66,106.16,116.0,163,,,2022-04-07,110.85,trail_ema,1,-0.37,-456.77,unr_ema21,8.6,1.3,0.37,exact
LI,2022-04-06,2022-04-06,27.53,26.64,28.9,1376,,,2022-04-07,26.63,stop,1,-1.01,-1246.72,unr_ema8,8.45,2.42,0.11,exact
GME,2022-04-06,2022-04-06,39.18,37.2,49.85,619,,,2022-04-07,37.18,stop,1,-1.01,-1238.78,unr_pdl,15.08,14.76,0.25,exact
MSTR,2022-04-07,2022-04-07,46.38,44.47,45.45,626,,,2022-04-08,45.3,trail_ema,1,-0.57,-677.86,unr_pdl,5.96,2.36,0.62,exact
CRWD,2022-04-07,2022-04-07,54.28,52.43,58.22,647,,,2022-04-08,54.53,trail_ema,1,0.13,155.67,unr_ema21,5.46,10.09,0.47,exact
GME,2022-04-07,2022-04-07,37.52,35.16,49.85,508,,,2022-04-08,36.53,trail_ema,1,-0.42,-502.68,unr_pdl,15.32,5.48,0.02,exact
GME,2022-04-08,2022-04-08,36.57,35.27,49.85,919,,,2022-04-11,35.26,stop,1,-1.01,-1202.84,unr_ema21,15.08,30.9,0.18,exact
GME,2022-04-11,2022-04-11,36.75,34.93,49.85,644,,,2022-04-12,36.2,trail_ema,1,-0.3,-355.15,unr_pdl,14.27,24.64,0.27,exact
GME,2022-04-13,2022-04-13,37.69,35.28,49.85,501,,,2022-04-14,37.67,trail_ema,1,-0.01,-10.11,unr_ema21,13.94,18.48,0.36,exact
CRWD,2022-04-11,2022-04-11,54.18,51.97,58.22,533,,,2022-04-18,56.22,trail_ema,4,0.93,1088.55,unr_pdl,5.44,2.41,0.13,exact
CCJ,2022-04-07,2022-04-07,30.31,28.12,30.11,547,,,2022-04-19,29.91,trail_ema,7,-0.18,-216.91,unr_ema8,5.56,3.25,1.15,exact
BBAI,2022-04-11,2022-04-11,12.33,10.55,16.12,663,,,2022-04-19,11.12,trail_ema,5,-0.68,-796.74,unr_pdl,15.65,5.57,0.68,exact
BBAI,2022-04-20,2022-04-20,11.68,10.89,13.59,1503,,,2022-04-22,10.89,stop,2,-1.01,-1181.86,unr_ema8,15.82,3.47,0.11,exact
PDD,2022-05-04,2022-05-04,45.37,41.45,45.22,296,,,2022-05-05,41.42,stop,1,-1.01,-1168.64,unr_pdl,8.02,1.06,0.67,exact
CELH,2022-05-18,2022-05-18,18.83,18.15,19.4,1712,,,2022-05-19,18.15,stop,1,-1.01,-1165.99,unr_pdl,11.36,2.45,0.16,exact
FUTU,2022-05-23,2022-05-23,33.04,31.16,34.83,610,,,2022-05-24,31.15,stop,1,-1.01,-1151.82,unr_pdl,7.82,4.52,0.52,exact
AMD,2022-06-01,2022-06-01,101.27,99.24,104.22,435,,,2022-06-08,101.85,trail_ema,5,0.29,251.62,unr_pdl,6.72,5.25,0.19,exact
CELH,2022-05-19,2022-05-19,20.01,17.77,19.4,508,,,2022-06-09,22.0,trail_ema,14,0.89,1007.02,unr_pdl,11.77,2.45,0.91,exact
CRSP,2022-05-27,2022-05-27,58.37,54.28,56.46,286,,,2022-06-10,63.73,trail_ema,9,1.31,1532.66,unr_ema8,8.45,2.15,0.82,exact
PDD,2022-05-26,2022-05-26,41.95,38.66,44.05,345,,,2022-06-13,54.38,trail_ema,11,3.78,4288.98,unr_ema8,8.48,5.14,0.75,exact
FUTU,2022-05-26,2022-05-26,33.5,30.31,34.15,356,,,2022-06-13,39.89,trail_ema,11,2.0,2276.99,unr_ema8,7.87,2.08,0.82,exact
XPEV,2022-06-02,2022-06-02,25.16,22.54,25.14,19,,,2022-06-13,23.94,trail_ema,7,-0.47,-23.27,unr_ema8,8.86,3.93,1.11,exact
GME,2022-06-10,2022-06-10,32.29,30.6,37.12,764,,,2022-06-13,30.11,stop_gap,1,-1.29,-1662.62,unr_pdl,13.34,4.29,0.12,exact
PDD,2022-06-14,2022-06-14,60.95,55.88,66.53,247,,,2022-06-16,55.85,stop,2,-1.01,-1259.07,unr_ema8,8.83,8.71,0.94,exact
BABA,2022-06-14,2022-06-14,99.08,94.63,113.92,282,,,2022-06-16,94.59,stop,2,-1.01,-1266.33,unr_ema8,5.67,5.29,0.26,exact
FUTU,2022-06-14,2022-06-14,42.17,40.74,46.3,761,,,2022-06-16,40.72,stop,2,-1.01,-1098.58,unr_ema8,8.17,18.34,0.39,exact
GME,2022-06-14,2022-06-14,31.56,28.84,37.12,10,,,2022-06-16,31.42,trail_ema,2,-0.05,-1.41,unr_ema21,13.22,3.22,0.2,exact
LI,2022-05-26,2022-05-26,24.19,22.35,24.4,619,,,2022-06-17,33.13,time_stop,15,4.87,5534.69,unr_ema8,7.06,2.2,0.79,exact
CRSP,2022-06-16,2022-06-16,64.67,59.5,75.42,234,,,2022-06-22,59.47,stop,3,-1.01,-1217.72,unr_ema8,7.67,3.8,0.41,exact
BABA,2022-06-21,2022-06-21,100.17,97.48,113.92,290,,,2022-06-22,97.44,stop,1,-1.02,-792.42,unr_ema8,5.69,25.92,0.39,exact
GME,2022-06-16,2022-06-16,31.45,29.96,37.12,817,,,2022-06-27,32.41,trail_ema,6,0.65,782.75,unr_pdl,12.88,6.55,0.14,exact
CRSP,2022-06-23,2022-06-23,65.18,57.51,75.42,7,,,2022-06-28,63.25,trail_ema,3,-0.25,-13.54,unr_ema8,9.28,1.83,0.24,exact
RUN,2022-06-24,2022-06-24,25.23,24.17,26.52,2,,,2022-06-28,24.16,stop,2,-1.01,-2.15,unr_ema8,8.57,21.55,0.47,exact
NIO,2022-06-15,2022-06-15,20.12,18.11,20.45,1,,,2022-06-29,21.85,trail_ema,9,0.86,1.73,unr_ema8,8.16,4.17,1.15,exact
PDD,2022-06-16,2022-06-16,58.79,55.57,66.53,376,,,2022-06-30,61.77,trail_ema,9,0.93,1120.38,unr_pdl,8.64,2.86,0.08,exact
CRWD,2022-06-29,2022-06-29,44.01,42.81,45.47,607,,,2022-06-30,42.79,stop,1,-1.02,-736.94,unr_ema8,5.65,3.02,0.22,exact
NTLA,2022-06-29,2022-06-29,52.46,49.86,54.69,5,,,2022-06-30,49.83,stop,1,-1.01,-13.13,unr_pdl,9.35,3.05,0.34,exact
XPEV,2022-06-14,2022-06-14,25.76,24.69,26.95,1166,,,2022-07-01,30.26,trail_ema,12,4.19,5249.32,unr_ema8,7.16,3.52,0.34,exact
PDD,2022-06-30,2022-06-30,61.83,59.21,66.53,407,,,2022-07-06,61.66,trail_ema,3,-0.07,-69.9,unr_pdl,7.5,3.32,0.21,exact
FUTU,2022-06-30,2022-06-30,50.23,47.34,55.54,5,,,2022-07-06,47.32,stop,3,-1.01,-14.53,unr_pdl,7.71,7.26,0.56,exact
NIO,2022-07-05,2022-07-05,22.19,20.28,24.43,2,,,2022-07-06,20.27,stop,1,-1.01,-3.84,unr_pdl,7.25,5.19,0.87,exact
BABA,2022-06-22,2022-06-22,99.0,96.74,113.92,424,,,2022-07-11,103.06,trail_ema,12,1.79,1720.76,unr_pdl,5.73,16.03,0.23,exact
LI,2022-07-01,2022-07-01,37.72,36.23,41.49,418,,,2022-07-11,37.31,trail_ema,5,-0.27,-170.34,unr_pdl,5.38,3.07,0.1,exact
DDOG,2022-07-05,2022-07-05,108.43,97.69,107.91,1,,,2022-07-11,103.96,trail_ema,4,-0.42,-4.48,unr_ema8,7.88,2.69,1.08,exact
DASH,2022-07-07,2022-07-07,76.04,67.94,74.74,173,,,2022-07-11,71.28,trail_ema,2,-0.59,-822.38,unr_ema8,7.61,1.61,1.12,exact
RUN,2022-07-07,2022-07-07,26.37,24.52,26.21,459,,,2022-07-11,25.11,trail_ema,2,-0.68,-580.97,unr_ema8,8.77,8.57,0.83,exact
NIO,2022-07-07,2022-07-07,22.51,21.29,24.43,5,,,2022-07-11,21.28,stop,2,-1.01,-6.18,unr_ema8,7.49,4.53,0.44,exact
CELH,2022-06-30,2022-06-30,21.76,20.47,21.03,1,,,2022-07-12,24.1,trail_ema,7,1.8,2.33,unr_pdl,6.97,1.73,0.77,exact
CRWD,2022-07-01,2022-07-01,44.83,41.75,45.47,432,,,2022-07-12,43.58,trail_ema,6,-0.41,-543.98,unr_ema8,5.57,1.08,0.55,exact
SNOW,2022-07-11,2022-07-11,155.48,152.18,154.62,403,,,2022-07-12,152.11,stop,1,-1.02,-1358.64,unr_pdl,6.29,1.66,0.28,exact
RUN,2022-07-12,2022-07-12,25.21,24.26,26.21,1362,,,2022-07-13,24.25,stop,1,-1.01,-1315.3,unr_pdl,8.87,4.56,0.29,exact
LI,2022-07-12,2022-07-12,37.01,36.21,40.7,806,,,2022-07-13,36.2,stop,1,-1.02,-654.68,unr_pdl,5.4,6.29,0.08,exact
MRNA,2022-06-30,2022-06-30,142.92,135.08,148.5,168,,,2022-07-14,159.84,trail_ema,9,2.16,2842.33,unr_pdl,6.79,2.79,0.48,exact
RUN,2022-07-13,2022-07-13,25.2,23.6,26.21,800,,,2022-07-14,25.15,trail_ema,1,-0.03,-44.14,unr_pdl,8.7,2.44,0.42,exact
TCOM,2022-07-13,2022-07-13,26.0,24.08,29.17,648,,,2022-07-14,25.36,trail_ema,1,-0.33,-410.01,unr_ema8,5.36,2.72,0.42,exact
RUN,2022-07-14,2022-07-14,25.17,24.05,26.21,1130,,,2022-07-15,23.54,stop_gap,1,-1.46,-1846.82,unr_ema21,8.58,1.92,0.19,exact
MRNA,2022-07-15,2022-07-15,166.99,155.44,180.73,108,,,2022-07-18,163.32,trail_ema,1,-0.32,-396.92,unr_ema8,6.78,1.56,0.16,exact
LI,2022-07-13,2022-07-13,38.05,36.1,40.7,658,,,2022-07-19,36.09,stop,4,-1.01,-1291.73,unr_pdl,5.34,21.31,0.9,exact
CRSP,2022-07-12,2022-07-12,79.09,72.11,75.24,186,,,2022-07-21,79.91,trail_ema,7,0.12,152.61,unr_pdl,9.79,1.72,0.95,exact
LCID,2022-07-12,2022-07-12,193.4,181.82,198.7,112,,,2022-07-22,196.7,trail_ema,8,0.29,370.15,unr_pdl,7.31,4.31,0.66,exact
GME,2022-07-12,2022-07-12,34.3,31.7,37.09,9,,,2022-07-22,35.76,trail_ema,8,0.56,13.18,unr_ema8,7.68,6.53,0.79,exact
RBLX,2022-07-15,2022-07-15,39.79,37.2,44.5,482,,,2022-07-22,39.38,trail_ema,5,-0.16,-197.42,unr_ema8,9.23,7.02,0.55,exact
MRNA,2022-07-19,2022-07-19,167.22,160.78,180.73,189,,,2022-07-22,163.44,trail_ema,3,-0.59,-715.43,unr_pdl,6.64,10.19,0.46,exact
DASH,2022-07-21,2022-07-21,77.65,73.64,74.74,2,,,2022-07-22,73.6,stop,1,-1.01,-8.1,unr_ema8,7.11,2.21,0.75,exact
MSTR,2022-07-21,2022-07-21,28.99,27.04,27.29,508,,,2022-07-25,26.69,stop_gap,2,-1.18,-1166.79,unr_pdl,10.15,1.22,0.91,exact
CRWD,2022-07-19,2022-07-19,45.16,43.51,45.47,748,,,2022-07-26,43.48,stop,5,-1.01,-1253.92,unr_pdl,5.54,1.93,0.4,exact
TCOM,2022-07-19,2022-07-19,26.62,25.51,29.17,13,,,2022-07-26,26.1,trail_ema,5,-0.47,-6.81,unr_ema8,5.34,20.89,0.71,exact
AFRM,2022-07-25,2022-07-25,26.18,25.41,31.08,1556,,,2022-07-26,24.94,stop_gap,1,-1.61,-1938.09,unr_pdl,10.9,7.08,0.03,exact
RBLX,2022-07-25,2022-07-25,39.86,37.6,44.5,532,,,2022-07-26,38.98,trail_ema,1,-0.39,-467.85,unr_pdl,7.8,4.26,0.33,exact
MRNA,2022-07-25,2022-07-25,165.77,158.64,180.73,35,,,2022-07-26,160.82,trail_ema,1,-0.69,-173.37,unr_pdl,6.29,6.91,0.44,exact
NTLA,2022-07-25,2022-07-25,65.5,61.12,71.96,275,,,2022-07-29,64.73,trail_ema,4,-0.18,-213.16,unr_pdl,7.99,2.5,0.27,exact
NTLA,2022-07-29,2022-07-29,64.79,62.59,71.96,272,,,2022-08-01,62.55,stop,1,-1.01,-608.67,unr_pdl,7.81,3.65,0.03,exact
CELH,2022-07-13,2022-07-13,24.76,23.42,26.78,6,,,2022-08-03,35.13,time_stop,15,7.73,62.18,unr_ema8,7.42,2.49,0.23,exact
SHOP,2022-08-02,2022-08-02,37.76,35.41,36.75,451,,,2022-08-09,36.73,trail_ema,5,-0.44,-463.29,unr_ema8,8.3,1.4,0.64,exact
APP,2022-08-10,2022-08-10,40.48,37.2,38.26,5,,,2022-08-11,37.18,stop,1,-1.01,-16.51,unr_ema8,6.64,6.06,1.37,exact
RIVN,2022-07-26,2022-07-26,31.71,30.76,32.79,1233,,,2022-08-15,37.26,trail_ema,14,5.89,6849.95,unr_pdl,6.71,3.63,0.25,exact
RBLX,2022-07-26,2022-07-26,39.02,37.72,44.5,894,,,2022-08-16,47.74,trail_ema,15,6.7,7792.66,unr_ema21,7.69,36.01,0.39,exact
SHOP,2022-08-15,2022-08-15,39.86,38.71,40.68,1141,,,2022-08-16,38.69,stop,1,-1.02,-1337.04,unr_pdl,8.45,1.19,0.08,exact
CRSP,2022-08-15,2022-08-15,80.18,76.83,80.91,6,,,2022-08-16,76.79,stop,1,-1.01,-20.34,unr_ema8,6.09,1.24,0.32,exact
MARA,2022-07-27,2022-07-27,12.33,10.51,14.2,662,,,2022-08-17,15.44,trail_ema,15,1.72,2062.87,unr_ema8,15.67,4.03,0.82,exact
MSTR,2022-07-27,2022-07-27,26.25,24.02,27.29,537,,,2022-08-17,32.5,trail_ema,15,2.8,3356.58,unr_ema8,9.8,1.18,0.35,exact
AFRM,2022-07-27,2022-07-27,26.05,23.17,30.73,75,,,2022-08-17,37.37,time_stop,15,3.93,848.87,unr_ema8,10.85,2.25,0.23,exact
SNOW,2022-08-02,2022-08-02,153.45,142.55,154.62,1,,,2022-08-17,161.21,trail_ema,11,0.71,7.76,unr_pdl,6.82,13.56,1.02,exact
RUN,2022-08-03,2022-08-03,30.76,29.0,33.44,7,,,2022-08-17,33.83,trail_ema,10,1.75,21.54,unr_pdl,7.82,11.71,0.7,exact
DDOG,2022-08-09,2022-08-09,109.81,107.16,112.58,149,,,2022-08-17,109.96,trail_ema,6,0.06,22.37,unr_ema8,6.94,4.43,0.24,exact
COIN,2022-08-12,2022-08-12,90.54,82.8,116.3,2,,,2022-08-17,85.4,trail_ema,3,-0.66,-10.28,unr_ema8,13.7,8.65,0.43,exact
GME,2022-08-16,2022-08-16,42.21,38.46,40.41,365,,,2022-08-18,38.44,stop,2,-1.01,-1377.24,unr_pdl,7.72,4.53,1.18,exact
DDOG,2022-08-17,2022-08-17,110.08,107.98,112.58,641,,,2022-08-18,109.4,trail_ema,1,-0.33,-435.71,unr_pdl,6.06,1.9,0.07,exact
SNOW,2022-08-17,2022-08-17,161.37,156.61,161.3,281,,,2022-08-18,161.67,trail_ema,1,0.06,83.87,unr_pdl,6.17,1.2,0.28,exact
TOST,2022-08-17,2022-08-17,19.5,18.74,21.76,173,,,2022-08-18,18.73,stop,1,-1.01,-132.81,unr_ema8,7.09,29.68,0.55,exact
MARA,2022-08-18,2022-08-18,15.6,14.97,18.88,2126,,,2022-08-19,13.87,stop_gap,1,-2.76,-3666.79,unr_pdl,11.63,10.95,0.19,exact
MSTR,2022-08-18,2022-08-18,32.45,31.74,36.2,1849,,,2022-08-19,29.93,stop_gap,1,-3.52,-4672.78,unr_pdl,7.35,15.05,0.2,exact
SNOW,2022-08-18,2022-08-18,161.83,159.05,161.3,242,,,2022-08-19,158.97,stop,1,-1.03,-693.12,unr_ema21,6.05,2.56,0.23,exact
RIVN,2022-08-18,2022-08-18,35.92,34.91,40.56,14,,,2022-08-19,34.89,stop,1,-1.02,-14.37,unr_ema21,5.82,7.27,0.15,exact
PLUG,2022-08-18,2022-08-18,28.44,27.41,31.11,1,,,2022-08-19,27.23,stop_gap,1,-1.18,-1.22,unr_pdl,6.83,18.54,0.52,exact
PLUG,2022-08-22,2022-08-22,26.39,25.39,31.11,1234,,,2022-08-23,26.11,trail_ema,1,-0.29,-353.23,unr_pdl,6.64,5.43,0.06,exact
TOST,2022-08-22,2022-08-22,18.18,17.58,21.76,2054,,,2022-08-23,18.43,trail_ema,1,0.42,516.98,unr_pdl,6.91,9.63,0.17,exact
TOST,2022-08-24,2022-08-24,19.66,18.12,21.76,828,,,2022-08-26,18.71,trail_ema,2,-0.62,-785.93,unr_pdl,7.09,21.59,1.12,exact
TTD,2022-08-25,2022-08-25,66.26,63.71,76.75,509,,,2022-08-26,63.68,stop,1,-1.01,-1315.23,unr_ema8,5.47,5.35,0.15,exact
CELH,2022-08-22,2022-08-22,34.55,31.59,36.34,418,,,2022-08-29,34.98,trail_ema,5,0.14,179.14,unr_pdl,6.95,8.77,1.12,exact
ENVX,2022-08-22,2022-08-22,20.74,18.61,26.09,582,,,2022-08-31,22.11,trail_ema,7,0.64,796.51,unr_ema8,10.29,3.58,0.28,exact
PLUG,2022-08-24,2022-08-24,27.53,26.14,31.11,913,,,2022-08-31,28.03,trail_ema,5,0.35,449.4,unr_ema8,6.71,3.69,0.19,exact
CELH,2022-08-30,2022-08-30,34.83,33.83,36.34,1252,,,2022-08-31,34.48,trail_ema,1,-0.35,-435.68,unr_ema21,6.54,9.31,0.34,exact
ASTS,2022-08-26,2022-08-26,11.88,11.26,14.27,2017,,,2022-09-01,11.25,stop,4,-1.01,-1262.81,unr_ema8,11.66,4.39,0.05,exact
SNOW,2022-09-01,2022-09-01,173.24,165.43,179.95,155,,,2022-09-02,171.4,trail_ema,1,-0.23,-284.01,unr_ema21,5.53,2.24,0.35,exact
FUTU,2022-09-01,2022-09-01,47.17,44.46,47.27,448,,,2022-09-06,44.44,stop,2,-1.01,-1224.33,unr_pdl,6.03,4.6,0.91,exact
PDD,2022-09-02,2022-09-02,72.23,67.8,72.19,274,,,2022-09-06,67.77,stop,1,-1.01,-1221.9,unr_pdl,7.11,4.49,0.95,exact
